"Exp","HMI","VPNr","GutGefallen","NichtGefallen","Verbessern","Anmerkungen","AllgAnregungen","TC01_ChangeAvailOthers","TC01_ImplemAvail","TC01_Instr","TC01_LevelOthers","TC01_observedLevel","TC01_RemarksTL","TC01_RemarksTP","TC02_ChangeAvailOthers","TC02_ImplemAvail","TC02_Instr","TC02_LevelOthers","TC02_observedLevel","TC02_RemarksTL","TC02_RemarksTP","TC03_ChangeAvailOthers","TC03_ImplemAvail","TC03_Instr","TC03_LevelOthers","TC03_observedLevel","TC03_RemarksTL","TC03_RemarksTP","TC03_TransProblemsOthers","TC04_ChangeAvailOthers","TC04_ImplemAvail","TC04_Instr","TC04_LevelOthers","TC04_observedLevel","TC04_RemarksTL","TC04_RemarksTP","TC05_ChangeAvailOthers","TC05_ImplemAvail","TC05_Instr","TC05_LevelOthers","TC05_observedLevel","TC05_RemarksTL","TC05_RemarksTP","TC05_TransProblemsOthers","TC06_ChangeAvailOthers","TC06_ChangeAvailReasonOthers","TC06_ImplemAvail","TC06_Instr","TC06_LevelOthers","TC06_observedLevel","TC06_RemarksTL","TC06_RemarksTP","TC07_ChangeAvailOthers","TC07_ImplemAvail","TC07_Instr","TC07_LevelOthers","TC07_observedLevel","TC07_RemarksTL","TC07_RemarksTP","TC08_ChangeAvailOthers","TC08_ImplemAvail","TC08_Instr","TC08_LevelOthers","TC08_observedLevel","TC08_RemarksTL","TC08_RemarksTP","TC09_ChangeAvailOthers","TC09_ImplemAvail","TC09_Instr","TC09_LevelOthers","TC09_observedLevel","TC09_RemarksTL","TC09_RemarksTP","TC09_TransProblemsOthers","TC10_ChangeAvailOthers","TC10_ChangeAvailReasonOthers","TC10_ImplemAvail","TC10_Instr","TC10_LevelOthers","TC10_observedLevel","TC10_RemarksTL","TC10_RemarksTP","TC10_TransProblemsOthers","TC11_ChangeAvailOthers","TC11_ImplemAvail","TC11_Instr","TC11_LevelOthers","TC11_observedLevel","TC11_RemarksTL","TC11_RemarksTP","TC11_TransProblemsOthers","TC12_ChangeAvailOthers","TC12_ChangeAvailReasonOthers","TC12_ImplemAvail","TC12_Instr","TC12_LevelOthers","TC12_observedLevel","TC12_RemarksTL","TC12_RemarksTP","TC12_TransProblemsOthers"
"1","HC",13,"Warnmeldung war gut zu sehen auch wenn man abgelekt ist","einschaltknopf war bei erster benutzung nicht das was ich erwartet hatte, beschriftung aut mit ein aus symbol, aber effektiv geht erstmal nur das assistierende fahren an","pfeile zwischen den symbolen im display was möglich wäre","-","gerne wieder...",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,2,"sieht skala jetzt erst, dass alles verfügbar, hat gedacht er ist in automatisiert, nimmt hände weg, spielt surt, HOD kommt, nimmt dann hände ran, spielt aber weiter",NA,"",NA,1000,3,NA,3,"",NA,NA,1000,2,NA,2,"","",NA,"","",2,2,NA,2,"nimmt skala auch bewusst wahr jetzt",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","",0,0,NA,0,"2 mal MOD dann erst FAS, siehe Beschreibung von Proband","","hätte gedacht, kann über MOD wechseln, dachte es wäre nur automatisiert nicht mehr verfügbar!",NA,23,3,NA,3,"nimmt änderung nicht wahr, wie viele davor schon vermutlich vergessen","FAS Taste mit AUT verwirrt, denkt das bedeutet Automatisiert",NA,"nicht mehr geachet","",0,0,NA,0,"schaut nicht auf Skala wegen Verfügbarkeit, Übersteuert mit FAS Taste",NA,NA
"1","HC",14,"Aufgeräumtes Design und intuitive Bedienung","etwas langweiliges Design --> viel verschenkter Platz im Display","","","Eye-Tracking-Brille führte zu Behinderung des Blicks auf das Display",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,3,"lange nur in Assistiert, dann mit MOD in Automatisiert, war sich nicht mehr ganz sicher, wie die Durchsage war",NA,"",NA,1000,3,NA,3,"",NA,NA,1000,2,NA,2,"","",NA,"","",2,2,NA,2,"Hände zu lässig, deshalb kurz HOD Meldung",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","",0,0,NA,0,"durch FAS Taste übersteuert sehr schnell","","",NA,23,3,NA,3,"","",NA,"","",0,0,NA,0,"mit FAS übersteuert ganz entspannt",NA,NA
"1","HC",15,"eine neue Erfahrung zu machen","Wendepunkte vermitteln ein eigenartiges Gefühl","nein","nein","",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,3,"Spielt kein SURT ist ihr aber aufgefallen
",NA,"",NA,1000,3,NA,3,"",NA,NA,1000,2,NA,2,"","",NA,"","",2,2,NA,2,"",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","systemfehler",0,0,NA,0,"merkt es bei LEDs, fast überfordert, sagt ""was"", Übersteuert durch bremsen sehr selbstbewusst","","wusste im ersten Moment nicht was sie machen soll",NA,23,3,NA,3,"verwirrung was verfügbar wurde","",NA,"","",0,0,NA,0,"bremst sofort bei Ton, fast ohne zu schauen",NA,NA
"1","HC",16,"das erste Mal mit einem Simulator Erfahrung gemacht zu haben und Testperson für ein sehr nützliches und der Sicherheit förderliches neues System zu sein. ","nichts, lediglich das Eintauchen beim Bremsen ist etwas gewöhnungsbedürftig","nein","es war sehr interessant und hat Spaß gemacht. 
Wenn man schnell seekrank wird oder Probleme mit dem Gleichgewicht hat, kann es evtl. zu Schwindel oder Übelkeit führen.","Weiter so!!",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"meint zu Beginn, Sie ist bei reiner Verfügbarkeit bereits im Modus, Hände weg und spielt kurz SURT, dann Aufforderung von mir, dass sie noch in Manuell ist",NA,NA,1000,3,NA,2,"totale Verwirrung bei Frage zu Verfügbarkeit, 1 mal MOD, dann 1 mal FAS, nimmt Hände weg, HOD kommt, nimmt dann wieder weg",NA,"",NA,1000,3,NA,3,"Totale Probleme bei Frage nach Verfügbarkeit, meint auch Durchsage, oder sogar ICON...",NA,NA,1000,2,NA,2,"Verfügbarkeitsfrage zu schwer, 2 mal FAS statt MOD","",NA,"assistiert nicht mehr verfügbar","",2,2,NA,2,"meint, dass assistiert nicht mehr verfügbar, total unsicher ob sie drücken soll, nimmt skala nicht wahr, fragt auch nochmal nach wegen Handlung, keine hohe Mode Awareness!",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"verwechselt Verfügbarkeitsanzeige mit vorherigen TC",NA,"","","",0,0,NA,0,"Button smashing am Anfang, eingreifen von mir, übersteuern durch MOD dann erst FAS","","sie glaubt sie hat zuerst links gedrückt, stimmt aber nicht!",NA,23,3,NA,3,"","",NA,"","Notbremsung",0,0,NA,0,"Bremst zum Übersteuern, Notbremsung kommt",NA,NA
"1","HC",17,"Das System war leicht zu bedienen und schafft Komfort beim Fahren.","Manche Signaltöne sind laut und nahezu erschreckend.","Eventuell sanftere Töne, sonst nichts.","Nein","Nein",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,3,"",NA,"",NA,1000,3,NA,3,"hand immer griffbereit",NA,NA,1000,2,NA,2,"","",NA,"","Sensorproblem",2,2,NA,2,"",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"Finger immer an FAS Taste bei Assistierter Fahrt, sehr vorsichtig",NA,"","sagt er musste in Manuell, weiß aber nicht, ob danach Verfügbarkeit da war","",0,0,NA,0,"2 mal MOD dann FAS zum Übersteuern","","dachte kann über MOD in manuell wechseln",NA,23,3,NA,3,"","",NA,"","",0,0,NA,0,"sofort FAS Taste",NA,NA
"1","HC",18,"","","","","",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,3,"FAS, FAS, FAS, MOD",NA,"",NA,1000,3,NA,3,"Zu Beginn, MOD, dann FAS MOD, komischerweise von vorheriger Fahrt vergessen",NA,NA,1000,2,NA,2,"2 mal FAS statt MOD","",NA,"","",2,2,NA,2,"",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","system überheizt!",0,0,NA,0,"erst bei LED gelb gesehen bis erster Rot dann FAS Taste","","",NA,23,3,NA,3,"","",NA,"","",0,0,NA,0,"1 mal FAS sehr überzeugend",NA,NA
"1","HC",19,"Übersichtlich durch Farbunterscheid gut erkennbar, Töne helfen","","","Glaub es ist sehr hilfreich, kann beim Fahren sehr unterstützen, Würde nicht komplett nebenher was anderes machen (Nebenaufgabe)","",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,0,"weiß manuell, weiß nicht wie in Automatisiert kommt, Erklärung von mir",NA,"",NA,1000,3,NA,3,"nochmals erklärt, fragt wegen surt während der Fahrt, erklärung von mir, Hand immer eine Hand am Lenkrad, weiß aber dass sie wegnehmen darf theoretisch (zögernde Antwort)",NA,NA,1000,2,NA,2,"2 mal FAS um in Assistiert zu kommen, überlegt wegen SURT (zuckt schon), Probleme bei Frage nach Verfügbarkeit wie viele zuvor","",NA,"","",2,2,NA,2,"Verfügbarkeit liest sie während fahrt vor, nach der Fahrt vergessen nur auf sehr strenger nachfrage weiß sie es, unsicher wegen SURT, Erklärung von mir",NA,NA,1000,2,NA,2,"glaubt bei Verfügbarkeit geht es darum, dass das Auto selber gas gibt und lenkt, wiederum erklärung von mir",NA,NA,23,2,NA,3,"schaltet bei reiner Verfügbarkeit, aber richtige Antworten, Hand am Lenkrad, Frage nach Verfügbarkeit erklärt sie mir wieder was das auto alles kann",NA,"display blau",1000,3,NA,3,"Frage nach Verfügbarkeit nicht auswertbar in diesem TC, glaut weil Egofahrzeug Farbe ändert usw...",NA,"","","Systemende",0,0,NA,0,"wollte FAS drücken macht es aber nicht war sich unsicher, nimmt aber dann nur die Hände ans Lenkrad, macht nix, dann kommt Notbremsung und bremst auch","","",NA,23,3,NA,3,"weiß Änderung der Verfügabrkeit nicht mehr, wie viele andere Probanden auch zuvor","",NA,"","Notbremsung",0,0,NA,0,"bremst erst bei Notbremsung",NA,NA
"1","HC",20,"Übersichtlich, konnte gut und schnell drauf reagieren man konnte alles sehen","","","","",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"fragt, ob er was machen soll bei Verfügbarkeit",NA,NA,1000,3,NA,2,"1 mal FAS in Assistiert, glaubt er ist in Automatisiert, nimmt aber Hände nicht weg und antwortet auch so, Verwirrung in den Level! Keine hohe MODE Awareness",NA,"",NA,1000,3,NA,3,"3 mal FAS dann MOD, immer eine Hand am Lenkrad sagt aber er darf wegnehmen",NA,NA,1000,2,NA,2,"zu Beginn bisschen Button smashing und in Automatisiert immer eine Hand noch am Lenkrad","sagt bisschen Probleme beim Wechsel aber eigentlich nein, deswegen nein",NA,"","systemfehler",2,2,NA,2,"systemfehler statt sensorfehler gesagt",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"Drückt zu Beginn Vielfach die FAS Taste, war unsicher ob er doch in Automatisiert schalten soll?! Video anschauen bei Interesse",NA,"",1000,3,NA,3,"Schaltet zu Beginn in Automatisiert, Ansage von mir er soll in Assistiert schalten, Spielt SURT und nimmt Hand endlich weg",NA,"","","",0,0,NA,0,"bei gelber LEDs sieht er Fehlermeldung nimmt Hände ran handelt aber nicht, bei Notbremsung Aufforderung von mir zum Handeln,
Auf Nachfrage: er handelt nicht, weil er nicht wusste ob er soll (explizite Aufforderung) war verwirrt sagt er","","",NA,23,3,NA,3,"1 Hand wieder am Lenkrad, vergisst wie viele dass Assistiert und Automatisiert verfügbar wurde","",NA,"","",0,0,NA,0,"bremst wie verrückt, ist aber auch vorgewarnt, sieht keine Änderung der Verfügbbarkeit",NA,NA
"1","HC",21,"","","","","",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,2,"erst MOD, dann FAS, nimmt Hände weg aber sehr unsicher, HOD kommt, nimmt dann Hände wieder ran, Antwortet aber richtig auf alle Fragen",NA,"unklar welcher knopf",NA,1000,3,NA,3,"",NA,NA,1000,2,NA,2,"MOD, richtig, unsicher wegen Hände wegnehmen, Erklärung von mir nochmal","",NA,"","systemfehler",2,2,NA,2,"kurze Pause wegen Übelkeit",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","Grenze System oder so",0,0,NA,0,"Bremst zum übersteuern, zögert kurz","","kurz überfordert",NA,23,3,NA,3,"","",NA,"","",0,0,NA,0,"FAS-Taste zum Übersteuern, keine Änderung der Verfügbarkeit wahrgenommen",NA,NA
"1","HC",22,"sehr interessant
innovativ 
hat Spaß gemacht ","mir wurde ein bisschen schlecht beim Bremsen","sobald eine Nachricht bezüglich der Verfügbarkeit erscheint sollte man ein zusätzlichen Ton hören","nein","",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,3,"FAS, MOD, komplett richtig, Nimmt Hände zögernd weg und auch zögernd zu SURT",NA,"",NA,1000,3,NA,3,"",NA,NA,1000,2,NA,2,"Bremst bei 1 Ton, schaltet dann wieder in Automatisiert","",NA,"assistiert nicht mehr verfügbar","irgendwie sensor",2,2,NA,2,"",NA,NA,1000,2,NA,2,"drückt zu Beginn glaub ich FAS und MOD, wobei MOD natürlich nicht geht, MERKT DASS ES VORHIN AUTOOMATISIERT WAR, WAS NICHT MEHR VERFÜGBAR WAR!",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","",0,0,NA,0,"MOD, MOD, dann Bremse, weiß nicht mehr wie die Fehlermeldung hieß und auch nicht ob es eine Änderung in der Verfügbarkeit gab, schaut nicht auf Skala vermutlich","","",NA,23,3,NA,3,"merkt jetzt erst wieder, dass nichts mehr verfügbar war bei TC10 durch Fehlermeldung","",NA,"","",0,0,NA,0,"Bremst zum übersteuern, Lerneffekt bzgl Verfügbarkeit",NA,NA
"1","HC",23,"Wirklich sehr einfache Bedienung, Kombination aus Ton und Licht hat sehr schnelles Handeln ermöglicht","nichts, alles gut","","","Hat Spaß gemacht, wäre interessant gewesen mit anderen Verkehrsteilnehmern",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,3,"",NA,"",NA,1000,3,NA,3,"bremst bei 1 Ton, wird wieder aufgefordert in ins Automatisierte Fahren zu schalten",NA,NA,1000,2,NA,2,"zu Beginn MOD, FAS, MOD","",NA,"","",2,2,NA,2,"",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","",0,0,NA,0,"erst bei LEDs gesehen (gelb) dann sehr spät FAS Taste","meint Hände am Lenkrad reicht wenn sie es leicht bewegt","",NA,23,3,NA,3,"","",NA,"","",0,0,NA,0,"FAS",NA,NA
"1","HC",24,"","","","","",NA,1000,0,NA,0,"",NA,"weiß er nicht mehr",23,0,"",0,"weiß dass es eine Änderung gab, muss von mir sehr erklärt werden, weiß allerdings nicht mehr was alles verfügbar wurde",NA,NA,1000,3,NA,2,"handelt erst auf 2 aufforderung, dann nur in assistiert, glaubt ist in automatisiert, sagt aber er darf hände nicht wegnehmen und nicht emails machen",NA,"",NA,1000,3,NA,3,"eine Hand immer dran, obwohl er spielt, weiß aber dass er hand wegnehmen darf, bei Frage nach Änderung der Verfügbarkeit wie viele zuvor schon große Probleme",NA,NA,1000,2,NA,2,"nochmals ansage von dass in Assistiert, 2 mal FAS, glaubt es ist automatisiert nicht mehr verfügbar","",NA,"","Sensor irgendwas",2,2,NA,2,"",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"glaubt es wurde automatisiert verfügbar",NA,"","","",0,0,NA,0,"BREMST bei roten LEDs, sieht es bereits bei gelb","musst aber bisschen nachdenken und konzentrieren","",NA,23,3,NA,3,"","",NA,"","sensor irgendwas",0,0,NA,0,"Bremst bei Notbremsung, sieht es aber davor",NA,NA
"1","HC",25,"Schnell zurechtgefunden. Erkennbare Symbole.","Eingeschränkte Sicht durch die Brille.","","","Gute Vorbereitung und ein angenehmes Arbeiten. ",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"nimmt bewusst die Skala war sagt er",NA,NA,1000,3,NA,2,"glaubt er ist in Automatisiert, weiß aber dass er Hände am Lenkrad halten muss, er nennt die Höchste Stufe Vollautomatisiert, deswegen jetzt nochVerwirrung",NA,"",NA,1000,3,NA,3,"Bei Änderung der Verfügbarkeit erklärt auch er mir die Änderungen der Anzeige von Egofahrzeug und allem, muss mehr nachhaken immer",NA,NA,1000,2,NA,2,"","",NA,"assistiert nicht verfügbar","",2,2,NA,2,"sagt dass assistiert nicht mehr verfügbar, obwohl er in der stufe ist, denke dass er bisschen vergesslich ist oder zu viel workload",NA,NA,1000,2,NA,2,"hat Probleme bei Bezeichnung der Automationsstufen, Antwortet aber immer richtig bei Hände und Email, also MODE AWARENESS ist da",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"glaubt dass er verfügbar wurde das automatisierte Fahren",NA,"","","irgendwas mit grenze und System, nicht genau gesagt",0,0,NA,0,"sehr selbstbewusst die FAS Taste zum übersteuern","","",NA,23,3,NA,3,"vergisst Verfügbarkeitsänderung wie viele zuvor bereits","",NA,"","Notbremsung",0,0,NA,0,"FAS und Bremst bis zu Notbremsung",NA,NA
"1","HC",26,"- Übersichtliches Bedienfeld 
- Warnsignale 
- Display 
- Simple Benutzung
 ","- Ruckartige Übernahme beim wechseln der Modi ","- Fließender Übergang bei de Modi 

","","- Der Testhelfer hat mich sehr angenehm durch das Experiment geführt (guter Mann) 
- Interessanter und innovativer Inhalt ",NA,1000,0,NA,0,"",NA,"",23,0,"",0,"",NA,NA,1000,3,NA,2,"1 mal FAS nur Assistiert, Nimmt Hände weg, HOD kommt, Nimmt Hände ran, Weiß aber dass er in Assistiert ist",NA,"",NA,1000,3,NA,3,"",NA,NA,1000,2,NA,2,"","",NA,"","",2,2,NA,2,"",NA,NA,1000,2,NA,2,"",NA,NA,23,2,NA,2,"",NA,"",1000,3,NA,3,"",NA,"","","",0,0,NA,0,"FAS Taste, glaubt dass es keine Änderung der Verfügbarkeit gibt","","",NA,23,3,NA,3,"","",NA,"","",0,0,NA,0,"Überlegt, dann FAS, Notbremsung kommt ganz kurz",NA,NA
"2","LC",53,"Automatisiertes fahren ","Anzeige und Aufmerksamkeit sehr klein bei Änderu ge ","Sprech Ansage wie imCocpit wären sehr hilfreich ","","Testfahrtn waren zu kurz","",1000,0,"Alles selber machen ",0,"","","",23,0,"",0,"","Meldung sehr klein, lieber größer und mit Audio Durchsage","",1000,3,"",2,"","Fehlendes Vertrauen für nebenaufgabe","","",1000,3,"Teilautonom",2,"","Symbole unklar zu weit unten","",1000,2,"",2,"","","","Teilautonom nicht verfügbar ","",2,2,"Fahrer fährt",0,"","","",1000,2,"Teilautonom",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","Autonom  nicht verfügbar selber fahren","",0,0,"Normal",0,"","Automatischer Wechsel ","","",23,3,"Autonom",3,"","","","System nicht verfügbar ","",0,0,"Selber fahren",0,"","",""
"2","LC",54,"Relativ einfach zu bedienen","Am Anfang verwirrend","Akustische Unterstützung wäre hilfreich","Fahrerlebnis war bei assistirtem und autonomen Fahren identisch","","",1000,0,"",0,"","","Von manuell auf automatisiert ",23,0,"",0,"","Verwirrende Anzeige, drei Symbole beleuchtet aber unklar welche Stufe aktiv, erst gemerkt als Hände vom Lenkrad und Auto nicht gelenkt","Von manuell auf automatisiert ",1000,3,"",3,"","Jetzt Automation verstanden un gelernt wie Anzeige bei Wechsel aussieht ","","Hin und her geschaltet",1000,3,"",3,"Unsicherheit ob Hände entfernen dürfen "" Ich kann, aber darf eigentlich nicht""","","Umschalten genannt",1000,2,"",2,"Proband nimmt noch einmal Abbildung i n die Hand ""ich merke keinen unterschied"", verwirrung da Auto sich in l2 komplett gleich verhält","","","Assistiert nichtverfügbar","",2,2,"",2,"","Jetzt verstanden Mitte = assistiert und rechts = automatisiert (skala)","Umschalten zwischen den Stufen genannt",1000,2,"",2,"","","Umschalten genannt",23,2,"",2,"","","Umschalten genannt",1000,3,"",3,"","","","","Ende Systemstrecke , übernehmen",0,0,"",0,"","Unterschied zwischen  l2 u l3 beim Fahrverhalten nicht klar, nur durch Anzeige - verwirrt","","Umschalten genannt",23,3,"",3,"","","","","",0,0,"",0,"","Erst Wechsel über mod probiert, drücken der Tasten noch nicht zu 100 Prozent klar",""
"2","LC",56,"Visuelle Darstellung der modi","Visuell reizgebung bei ""Probleme"". ","Besonders bei gegenlicht waren die Aufforderungen in grau nur schwer zu erkennen Farben wären gut","","","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",2,"Ansage war automatisiert,  falsch verstanden oder verwechselt?","","","",1000,3,"",3,"","Korrektur tc3: ich war nur assistiert,  nicht automatisiert ","",1000,2,"",2,"VP nennt immer die verfügbaren Level, nicht nur die änderungen","","","Aufgefordert selber zu fahren","Hod",2,2,"",0,"HOD lange nicht die Hände ans Steuer- fast Notbremsung","","Manuell und assistiert verfügbar ",1000,2,"",2,"","","",23,2,"",2,"Auch nach HOD der Meinung, dass Hände nicht an Lenkrad müssen","","",1000,3,"",3,"Hände nicht an Lenkrad in l2, überwacht aber und lässt es nicht wieder zur bremsung kommen","","","","",0,0,"",0,"","","","",23,3,"",3,"","","","","",0,0,"",0,"","",""
"2","HC",4,"Einfach zu lernen und bedienen","Nicht klar was der untereinander zwischen assistiertes und automatisiertes fahren war. Außer Hände am Lenkrad als Bedingung scheinen die Funktionalitäten gleich zu sein","Mehr Informationen zu den Funktionalitäten der Stufen","Keine","Keine","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"","","","","Sensordefekt",2,2,"",2,"","Assistiert scheint auch eine Weile ohne Hände am Lenkrad zu funktionieren ","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","","",0,0,"",0,"","","","",23,3,"",3,"","","","","Sensordefekt",0,0,"",0,"","",""
"2","HC",5,"Tolles Auto","Das SMS Geräusch als warnhinweis. Das selbe Geräusch bei unterschiedlichen warnhinweisen.","","","","",1000,0,"",0,"","","Zwei Zeichen angegangen",23,0,"",0,"","","",1000,3,"",2,"","","","",1000,3,"",2,"","Alle Knöpfe gedrückt und so automatisiert gefunden","Umschalten genannt",1000,2,"",2,"Proband lenkt und gibt Gas um das Auto zu testen","Unsicher in l3 den Blick von Straße z wenden","","","",2,2,"",3,"Proband handelt ohne Aufforderung- Hinweis von lv","","",1000,2,"",2,"","","",23,2,"",2,"","Hinweis zum ersten mal gesehen","",1000,3,"",3,"","Ab jetzt sicherer in L3,  Blick von Straße dennoch unwohl","","","",0,0,"",0,"Keinerlei Reaktion auf Nachricht, obwohl gesehen ","Geräusch klingt wie SMS, hätte erwartet, dass Auto bremst","","",23,3,"",3,"","","","","",0,0,"",0,"","","Wiederherstellen von Level mit mod versucht,ging aber nicht"
"2","HC",6,"Es waren nur die wichtigsten Infos angezeigt, nicht überladen, klar strukturiert durch Aufteilung in drei Bereiche","Farbgestaltung und Knopfbelegung (siehe nächster Punkt) ","Ich fände es intuitiver wenn Farben getauscht wären, sodass grün automatisiert bedeutet, weil grün signalisiert, dass alles in Ordnung ist und man frei handeln darf wie man möchte. Das Blau hat weder eine positive noch eine negative Bedeutung, deshalb passt es gut für den assistieren Zustand. Außerdem könnte man die Knopfbelegung anders gestalten, sodass man direkt vom manuellen zum assistierten Zustand schalten kann (zb ein Knopf für assistiert, einer für automatisiert und für manuell kann man ja übersteuern) ","","Sehr viel Input auf einmal","",1000,0,"",3,"","Wusste nicht ob schon ausprobieren darf ","",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","Vom automatisierten ins manuelle übernehmen","",0,0,"",0,"","","Übersteuern über lenken versucht,ging nicht, dann gebremst","",23,3,"",3,"","Nicht mehr sicher ob in automatisierten oder assistiert weil sie sich nicht mehr ganz an Anzeige erinnern kann","","Von automatisiert übernehmen ","",0,0,"",0,"Übernahme wieder über lenken versucht, dann aber schnell gebremst","",""
"2","LC",57,"Das Gefühl, man muss nicht seine Augen überall haben. Es wirkte erleichternd.","Systemausfälle","Höhere Farbkontraste zwischen ""verfügbar"" und ""Nicht verfügbar"" der Symbole im Display","Es war eine spannende Sache, die ich mir in meinem Auto sehr gut vorstellen könnte. ","Eventuell mehr Reklame. Ich habe nur über Dritte davon erfahren. Viel Erfolg mit der Studie!","",1000,0,"",0,"","","",23,0,"",0,"","Auto hat nicht übernommen, obwohl angezeigt","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","","",0,0,"",3,"Proband irritiert, da trotz Warnung das Fahrzeug weitergefahren ist, hat sich nicht dazu aufgefordert gefühlt zu übernehmen, irritiert von notbremsung "" ich will keine notbremsung machen""","","","",23,3,"",3,"","","","","",0,0,"",3,"","Angeblich nicht verfügbar, ich soll übernehmen, System ist aber in automatisierten modus geblieben durch leichtes Gas geben",""
"2","HC",7,"Daß man nebenbei beim Automatisierten Verfahren etwas anderes machen kann.","Daß die eine Angabe ""Systemfehler"" zu kurz zu sehen war.","S. Anmerkung vorher. ","","Bessere Brille, die nicht so weh tut und mit der nicht das Display so verdeckt ist, daß man dauernd den Kopf bewegen muß, um etwas auf dem Display zu erkennen. - Fragen beim abschließenden Fragebogen genauer formulieren.","",1000,0,"",0,"","","",23,0,"Vollautomatisch ",3,"","","",1000,3,"",3,"","","Wollte direkt ins automatisiert schalten, Hinweis, dass das nicht geht","",1000,3,"",3,"","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","Steuerung von Auto bemerkt, Steinen nicht ausgewichen","",1000,3,"",3,"","","","","",0,0,"",0,"","","","",23,3,"",3,"","","","","",0,0,"",0,"","",""
"2","LC",58,"Angenehme Bedienung ","Veränderungen werden wenig/gar nicht über Ton angezeigt","Aktiv Töne wenn das automatisierte fahren ausfällt/Fahrer übernehmen muss","Sehr interessant ","","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","","Systemfehler",0,0,"",0,"","","","",23,3,"",3,"","","","","",0,0,"",3,"P hat nicht übernommen, nur Hände ans Lenkrad, als nichts passierte hände wieder weg","Notbremsung verwirrt",""
