startdate,VPNr,Exp,HMI,VPCode,Alter,Geschlecht,Erfahrung,KilometerJahr,Sehhilfe,Farbfehlsichtigkeit,Farbfehlsichtigkeit2,Vorwissen,FAS.CC,FAS.ACC,FAS.LKA,FAS.NoFAS,OftCC,AutomarkeCC,OftACC,AutomarkeACC,OftLKA,AutomarkeLKA,TC01_LevelSel,TC01_LevelOthers,TC01_ChangeAvail,TC01_ChangeAvailSel,TC01_ChangeAvailOthers,TC01_HandsOffAllow,TC01_EmailsAllow,TC01_RemarksTP,TC01_RemarksTL,TC01_ER,TC02_LevelSel,TC02_LevelOthers,TC02_ChangeAvail,TC02_ChangeAvailSel,TC02_ChangeAvailOthers,TC02_HandsOffAllow,TC02_EmailsAllow,TC02_RemarksTP,TC02_RemarksTL,TC02_ER,TC03_LevelSel,TC03_LevelOthers,TC03_ChangeAvail,TC03_ChangeAvailSel,TC03_ChangeAvailOthers,TC03_HandsOffAllow,TC03_EmailsAllow,TC03_TransProblems,TC03_TransProblemsOthers,TC03_RemarksTP,TC03_RemarksTL,TC03_ER,TC04_LevelSel,TC04_LevelOthers,TC04_ChangeAvail,TC04_ChangeAvailSel,TC04_ChangeAvailOthers,TC04_HandsOffAllow,TC04_EmailsAllow,TC04_RemarksTP,TC04_RemarksTL,TC04_ER,TC05_LevelSel,TC05_LevelOthers,TC05_ChangeAvail,TC05_ChangeAvailSel,TC05_ChangeAvailOthers,TC05_HandsOffAllow,TC05_EmailsAllow,TC05_TransProblems,TC05_TransProblemsOthers,TC05_RemarksTP,TC05_RemarksTL,TC05_ER,TC06_LevelSel,TC06_LevelOthers,TC06_ChangeAvail,TC06_ChangeAvailSel,TC06_ChangeAvailOthers,TC06_ChangeAvailReasonSel,TC06_ChangeAvailReasonOthers,TC06_HandsOffAllow,TC06_EmailsAllow,TC06_RemarksTP,TC06_RemarksTL,TC06_ER,TC07_LevelSel,TC07_LevelOthers,TC07_ChangeAvail,TC07_ChangeAvailSel,TC07_ChangeAvailOthers,TC07_HandsOffAllow,TC07_EmailsAllow,TC07_RemarksTP,TC07_RemarksTL,TC07_ER,TC08_LevelSel,TC08_LevelOthers,TC08_ChangeAvail,TC08_ChangeAvailSel,TC08_ChangeAvailOthers,TC08_HandsOffAllow,TC08_EmailsAllow,TC08_RemarksTP,TC08_RemarksTL,TC08_ER,TC09_LevelSel,TC09_LevelOthers,TC09_ChangeAvail,TC09_ChangeAvailSel,TC09_ChangeAvailOthers,TC09_HandsOffAllow,TC09_EmailsAllow,TC09_TransProblems,TC09_TransProblemsOthers,TC09_RemarksTP,TC09_RemarksTL,TC09_ER,TC10_LevelSel,TC10_LevelOthers,TC10_ChangeAvail,TC10_ChangeAvailSel,TC10_ChangeAvailOthers,TC10_ChangeAvailReasonSel,TC10_ChangeAvailReasonOthers,TC10_HandsOffAllow,TC10_EmailsAllow,TC10_TransProblems,TC10_TransProblemsOthers,TC10_RemarksTP,TC10_RemarksTL,TC10_ER,TC11_LevelSel,TC11_LevelOthers,TC11_ChangeAvail,TC11_ChangeAvailSel,TC11_ChangeAvailOthers,TC11_HandsOffAllow,TC11_EmailsAllow,TC11_TransProblems,TC11_TransProblemsOthers,TC11_RemarksTP,TC11_RemarksTL,TC11_ER,TC12_LevelSel,TC12_LevelOthers,TC12_ChangeAvail,TC12_ChangeAvailSel,TC12_ChangeAvailOthers,TC12_ChangeAvailReasonSel,TC12_ChangeAvailReasonOthers,TC12_HandsOffAllow,TC12_EmailsAllow,TC12_TransProblems,TC12_TransProblemsOthers,TC12_RemarksTP,TC12_RemarksTL,TC12_ER,UMUX01,UMUX02,UMUX03,UMUX04,SUS01,SUS02,SUS03,SUS04,SUS05,SUS06,SUS07,SUS08,SUS09,SUS10,Trust,Acceptance,UEQ01,UEQ02,UEQ03,UEQ04,UEQ05,UEQ06,UEQ07,UEQ08,UEQ09,UEQ10,UEQ11,UEQ12,UEQ13,UEQ14,UEQ15,UEQ16,UEQ17,UEQ18,UEQ19,UEQ20,UEQ21,UEQ22,UEQ23,UEQ24,UEQ25,UEQ26,GutGefallen,NichtGefallen,Verbessern,Anmerkungen,AnstrengendWenden,Uebel,AllgAnregungen
2020-08-24 16:25:21,59,1,LC,BO_SI_10,25,1,2,0,1,0,,1,0,0,0,1,NA,,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,1,4,,0,NA,NA,1,1,0,,NA,"glaubt sie ist in Automatisiert, 1 mal FAS nur, spielt SURT, HOD kommt mit Pipsen sogar, dann Hände am Lenkrad, spielt SURT aber weiter",5,4,NA,0,NA,NA,1,1,NA,"fragt nach, ob sie wirklich im automatisierten ist, Antwort von mir",2,2,NA,0,NA,,0,0,0,,NA,"zu beginn ausversehen 2 mal MOD dadurch in Assistiert, Ansage von mir, sehr unsicher bei wechsel zu assistiert wie wirklich gemacht werden soll",2,2,NA,1,5,,0,,0,0,,,1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,1,0,NA,1,5,,0,,0,0,0,,,"sieht aufforderung sehr spät, überlegt lange, dann FAS Taste zum übersteuern",2,4,NA,1,2,NA,1,1,0,NA,NA,,1,0,NA,0,NA,,NA,,0,0,0,,,"weiß nicht wegen der Verfügbarkeit, sieht nur Notbremsung, 
Notbremsung kommt, eher zufällig gesehen dann bremst sie",4,5,2,6,2,4,2,4,2,4,2,5,1,3,2,3,4,5,6,5,2,2,5,4,5,3,4,6,2,5,5,6,6,3,4,2,6,2,6,1,3,2,5,Die recht einfache Bedienung und klarer Aufbau.,Eventuell etwas schwer wichtige Benachrichtigungen (Notbremse) wirklich wahrzunehmen.,"Ein akustisches Signal im automatisierten Fahren wäre sinnvoll, damit ggf. Nachrichten auf dem Display rechtzeitig erkannt werden können.",Nein.,4,4,Nein.
2020-08-25 09:29:41,60,1,LC,he_wo_19,18,0,4,1,0,0,,1,1,0,1,0,4,"Audi, Jaguar, BMW, Citroen",NA,,3,Jaguar,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,3,,0,0,NA,"glaubt, dass assistiert verfügbar wurde ?!",1,2,,0,NA,NA,0,0,0,,NA,"1 mal MOD, dann nur 1 mal FAS zu Assistiert, weiß aber er ist in Assistiert...",3,4,NA,0,NA,NA,1,1,NA,,2,2,NA,0,NA,,0,0,0,,NA,,2,0,NA,1,6,,0,,0,0,,"Drückt FAS, denkt es ist nichts mehr verfügbar, deshalb auch oben manuell angegeben bei letzter Automationsstufe",2,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,"schaut sehr oft auf straße, vorsichtig",1,0,NA,1,99,nicht erkannt,2,,0,0,0,,"erkannt Fehler nicht, da er zu schnell war sagt er","1 mal FAS zum übersteuern, nimmt keine Änderung der Verfügbarkeit wahr, Skala auch somit nicht",2,4,NA,1,2,NA,1,1,0,NA,NA,"bei Wechsel erst MOD, dann FAS und MOD",3,0,NA,1,8,,0,,0,0,0,,,"komplett richtig, allerdings sehr vorsichtig und vorgewarnt",1,5,4,5,4,4,2,1,5,4,2,5,2,4,1,4,5,6,5,5,1,3,4,6,4,3,5,6,3,6,6,5,6,2,5,3,6,3,6,2,3,3,2,"einfach gehalten
Systemversagen schwer sichtbar
einfache Bedienung","Gefahrenmeldungen im Infotainmentbereich und nicht großflächig angezeigt
Möglichkeit Assistenzsysteme zu verwenden war nicht ersichtlich",Gefahrenmeldungen wie System-/Sensorversagen durch Töne/Vibration und großer Schrift signalisieren,"sehr gut zu Bedienen
Meldungen nicht leicht bei der Fahrt ersichtlich
",2,2,"für genauere Ergebnisse müsste die Simulation näher an alltägliche Situationen angepasst sein. 
Beispielsweise andere Teilnehmen, Gefahrensituationen......

Einweisung etwas schwer zu verstehen aber durch Durchsagen leichter zu Bedienen

aber interessante Studie
"
2020-08-25 12:31:08,61,1,LC,In_Be_18,26,1,2,0,0,0,,1,0,0,0,1,NA,,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,1,4,,0,NA,NA,1,1,1,unsicherheit welche Stufe sie jetzt ist,NA,"nur 1 mal FAS zu Assistiert, dann kommt HOD mit Ton, dann nimmt sie Hände ran, dachte wäre schon automatisiert",5,4,NA,0,NA,NA,1,1,NA,Erneut zu Beginn erklärt wie man ins Automatisierte kommt (hat 2 mal FAS gedrückt),4,2,NA,0,NA,,0,0,0,,NA,,2,2,NA,1,5,,0,,0,0,,"2 mal MOD bevor FAS zu Assistiert, bereits vor Versuchston",4,2,NA,0,NA,NA,0,0,,,2,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,nimmt zu Beginn Hände weg bis HOD Aufforderung kommt,1,0,NA,1,7,,0,,0,0,0,,,"Drückt FAS Taste zum übersteuern, jedoch recht spät, reiner Zufall, dass sie Aufforderung sieht",2,4,NA,1,2,NA,1,1,0,NA,NA,,1,0,NA,1,7,,0,,0,0,0,,,"FAS-Taste zum übersteuern, sieht eher zufällig da sehr vorsichtig und erwartungsvoll, dass was passiert",2,2,1,5,2,3,1,4,2,2,1,4,3,3,2,2,2,3,6,6,2,3,3,3,4,2,3,5,3,6,4,6,4,5,6,2,4,2,4,2,6,5,6,"unauffällig, nicht zu dominant","Kein Warnton bei Übernahmeaufforderung. Man musste zufällig auf die Anzeige schauen, um zu sehen, dass man übernehmen muss.",Warntöne bei Übernahme-Muss,,3,4,
2020-08-25 17:01:53,62,1,LC,ed_ed_20,47,1,3,1,1,0,,0,1,0,0,0,2,Fiat Ducato,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,1,4,,0,NA,NA,0,0,0,,NA,"1 mal FAS ist in Assistiert, glaubt ist in Automatisiert, glaubt aber auch, dass sie die Hände nicht wegnehmen darf, große Unsicherheit bzgl der Level",5,4,NA,0,NA,NA,0,0,NA,"Projeziert die SAE Level auf das Ego Fahrzeug, enorm Unsicher welches Level sie ist, Hände trotz Automatisiert Hände am Lenkrad",2,2,NA,0,NA,,0,0,0,,NA,"2 mal FAS um in Assistiert zu kommen, nimmt bei Automatisiert die Hand nicht weg, kennt namen der Level nicht gut",3,2,NA,1,99,Assistiert nicht mehr verfügbar,0,,0,0,,"glaubt Fehler hat angezeigt, dass Assistiert nicht mehr verfügbar ist und es geht trotzdem",4,2,NA,0,NA,NA,0,0,,Frage zur Verfügbarkeit verwirrt Sie,1,4,NA,1,2,NA,1,1,NA,"schaltet bei reiner Verfügbarkeit, aber alles richtig, Antwortet auch auf Fragen richtig",2,4,NA,0,NA,NA,1,1,0,NA,NA,"nimmt zum 1 mal die Hand weg, evtl mehr vertrauen",2,0,NA,0,NA,,NA,,0,0,0,,,"überhaupt nichts wahrgenommen, Notbremsung kommt, Aufforderung von mir zu bremsen, nimmt keine Verfügbarkeitsändernug war, Frage nach Problem bei wechsel sinnlos (Nein von mir)",5,4,NA,1,2,NA,1,1,0,NA,NA,,2,0,NA,1,7,,0,,0,0,0,,,"brutal vorgewarnt, sieht den Fehler dadurch, drückt FAS Taste zum übersteuern",2,2,4,6,3,2,3,5,1,3,3,2,1,5,2,2,2,5,5,3,1,4,6,6,5,3,4,6,4,7,4,7,4,4,6,4,4,6,4,4,3,3,4,Die Erfahrung in solch eine Fahrzeug zu sitzen und das Gefühl vom Fahrzeug geführt zu werden.,"die Hinweise waren nur im Display sichtbar, nicht aber als akustischer Ton. Wäre gut, wenn man hier etwas dazu schalten kann.",Akustische Signale oder anderweitige besser sichtbare Hinweise,,1,1,
2020-08-26 09:49:09,63,1,LC,Ve_Ru_22,52,0,4,2,2,0,,2,1,1,1,0,3,BMW Audi,3,Mercedes BMW Audi,0,Mercedes BMW Audi,0,NA,0,NA,NA,0,0,NA,,1,2,NA,0,NA,,0,0,NA,"schaltet mit FAs in Assistiert bei reiner Verfügabrkeit, Spielt SURT, HOD kommt mit Pips, dann Hände am Lenkrad, und das ganze nochmal gemacht, antwortet aber er ist nur in 1 stufe...
sagt nimmt keine Verfügbarkeit wahr, obwohl er schaltet, wieder mal verständigunngsproblem",5,4,,0,NA,NA,1,1,0,,NA,"kein Probleme bei wechsel, da Erklärung von mir zuvor",2,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,,0,0,0,,NA,"Probleme mit frage nach Verfügbarkeit, wie viele andere auch schon",2,2,NA,1,99,"assistiert nicht verfügbar seiner Meinung, geht aber trotzdem findet er komisch",0,,0,0,,"glaubt assistiert nicht mehr verfügbar, verwirrt dass kein ton kommt oder ähnliches, bleibt in der Stufe deshalb auch",1,2,NA,0,NA,NA,0,0,,,1,4,NA,1,2,NA,1,1,NA,"bei reiner Verfügbarkeit geschaltet, aber richtig, antwortet auch richtig, man muss leute dann im glauben lassen es bringt nichts zu sagen bei reiner Verfügbarkeit schalten",2,4,NA,0,NA,NA,1,1,0,NA,NA,schaltet bereits bei TC8 in automatisiert,1,0,NA,1,7,,0,,0,0,1,sagt selber drückt erst MOD dann weiß er dass er FAS drücken soll/muss,,"zufällig gesehen, bisschen Button smashing, aber dann korrekt, MOD, MOD, FAS, FAS, FAS ?!",3,4,NA,1,2,NA,1,1,0,NA,NA,,1,0,NA,1,7,,99,systemfehler,0,0,0,,,"übersteuert mit 1 mal FAS, schaut sehr oft rüber",1,3,6,2,6,2,4,4,1,3,3,1,2,3,2,4,4,3,5,6,2,1,5,7,2,1,2,7,1,2,4,7,7,1,3,2,7,6,4,1,1,2,7,,"System veraltet im vergleich zu den in aktuellen Autos verbauten Systemen 
Keine Akustische Unterstützung
Keine Visuelle Unterstützung",Akustische und Visuelle Unterstützung für den Fahrer,,1,2,Alles Gut !
2020-08-28 13:29:08,65,1,LC,K_T_7,22,0,3,2,0,0,,0,0,0,0,1,NA,,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,1,2,,0,NA,NA,0,0,1,"bisschen, erst MOD taste, dann war klar",NA,"2 mal MOD, dann FAS, weiß aber dass er nur in assistiert ist also das ist eigentlich richtig",5,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,,0,0,0,,NA,,1,2,NA,1,5,,0,,0,0,,"kurz in automatisiert geschaltet, aber sofort korrigiert, zuckt kurz bei Sensorfehler ob er handeln muss",1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,1,0,NA,1,99,nichts wahrgenommen,0,,0,0,0,,,"spielt konzentriert, sieht aber Aufforderung, handelt aber nicht,
Liest NICHT wechseln sie zu manuelles Fahren!!!!",5,4,NA,1,2,NA,1,1,0,NA,NA,Änderung Verfügbarkeit auf Nachfrage doch gesehen!!,1,0,NA,1,99,nichts gesehen,99,systemfehler,0,0,1,"realisiert, dass selber übernehmen ja, aber die reaktion war hände ans lenkrad, wusste aber nicht wirklich wie kontrolle zu übernehmen",,"sieht es spät, dann stress, dann MOD dann Notbremsung kommt, dann bremsen",4,6,3,3,4,2,2,4,1,3,2,3,2,2,1,2,2,5,5,5,2,4,4,3,3,3,5,4,3,3,3,4,3,5,5,5,4,5,4,2,5,5,4,optisch klar getrennt zwischen Assistiertem und Automatischem fahren,"keine Akustischen Meldungen des Systems selbst (bei Warnungen/Verfügbarkeiten), Meldungen waren auf der Rechten Seite des Displays - gegenüberliegend vom Tacho, auf den man schaut","- akustische Meldungen für Warnungen und Hinweise/Verfügbarkeiten
- Meldungen z.B. oben mittig im Display anzeigen lassen, dort sieht man sie (wenn man auf die Straße schaut) auch eher aus dem Augenwinkel","hat Spaß gemacht, das mal zu testen; leider eine Fehlbedienung von meiner seits",2,2,/
2020-08-29 10:00:34,66,1,LC,EL_RU_5,70,1,3,1,1,0,,0,1,0,0,0,0,Mercedes,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,1,4,,0,NA,NA,1,1,0,,NA,"1 mal FAS in Assistiert, glaubt ist in Automatisiert nimmt auch Hände weg, HOD kommt, nimmt Hände aber nicht wirklich ran (Versuch vorbei), Erklärung von mir",5,4,NA,0,NA,NA,1,1,NA,,2,2,NA,0,NA,,0,0,0,,NA,"nimmt Hände bei Assistiert auch weg, ziemlich unsicher, HOD kommt aber erst bei Pips Ton nimmt Sie Hände ran, Erklärung von mir nochmal",2,2,NA,1,5,,0,,0,0,,,1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,"spielt sehr zögerlich nur den SURT, bisschen misstrauisch und vorsichtig, denke Vertrauen nicht sehr groß",1,0,NA,1,7,,0,,0,0,0,,,"liest Fehler macht aber nichts, Notbremsung kommt, Ansage bon mir zu bremsen, Handelt nicht weil sie nicht sicher war, ob explizite Aufforderung, Bei Nachfrage hätte mit MOD dann FAS übersteuert!!",5,4,NA,0,NA,NA,1,1,0,NA,NA,"keine Änderung wahrgenommen, denke aber wie schon sehr oft, geht unter wegen der Durchsage!!",1,0,NA,1,7,,0,,0,0,0,,,"schaut sehr viel auf Kombidisplay, nimmt nur Hände ans Lenkrad, dann kommt Notbremsung bremst dann",4,6,2,6,2,4,2,4,2,4,1,3,1,5,2,4,4,6,6,4,2,4,4,6,4,4,4,6,2,5,4,6,6,2,3,4,6,3,4,3,4,4,6,"Anzeigen übersichtlich, leicht zu verstehen und handzuhaben","Befehle nicht gleich verständlich (Bei Fehlermeldungen),", Unterschiedliche Töne bei Fehlermeldung oder Hinweise von System,,1,1,
2020-09-03 13:01:44,67,1,LC,Bi_Er_22,20,0,2,0,1,0,,0,1,0,0,0,2,Audi,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,99,keine Ahnung was verfügbar wurde nut gelesen das was verfügbar ist,0,0,NA,keine Ahnung was verfügbar wurde,1,4,,0,NA,NA,1,0,0,,NA,"1 mal FAS, keine Ahnung welcher Modus er ist, HOD kommt und nimmt er nicht wahr, Ende der Fahrt, widersprüchliche Angaben bei was er darf und nicht",5,4,NA,0,NA,NA,1,0,NA,"nimmt Hand nicht weg und spielt kein SURT, erst später die Hand weg, glaubt er darf keine Email beantworten deshalb auch kein Spiel, Erklärung nochmals von mir, deshalb auch die widersprüchlichen Angaben bei TC3",2,2,NA,0,NA,,0,0,0,,NA,,1,4,NA,1,5,,0,,0,0,,,1,4,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,1,0,NA,1,7,,0,,0,0,0,,,"liest es zufällig, macht aber nichts!, erst bei Notbremsung bremst er, auf Nachfrage: war sich unsicher, ob es eine explizite Aufforderung ist!",4,4,NA,1,2,NA,1,1,0,NA,NA,,1,0,NA,1,7,,0,,0,0,0,,,1 mal FAS ist sehr vorgewarnt,1,5,2,5,5,3,1,4,1,5,1,4,1,3,4,4,4,6,5,2,4,3,7,6,4,3,2,6,2,3,5,7,6,3,4,2,6,2,3,2,2,3,7,Möglichkeit ohne Aufpassen zu Fahren,,Größere Fehlermeldungsanzeige,,4,4,
2020-09-03 16:07:19,68,1,LC,XU_HU_28,43,0,3,2,0,0,,2,1,0,0,0,2,Mercedes-Benz,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,3,,0,0,NA,"glaubt assistiert wurde verfügbar, weiß es aber auch nicht mehr wirklich, sprachliche Barriere evtl.",1,2,,0,NA,NA,0,0,0,,NA,"MOD, FAS, nimmt Hände vom Lenkrad, HOD kommt, nimmt Hand wieder ran, wusste er ist nur im Assistierten Fahren",5,4,NA,0,NA,NA,1,1,NA,"Frage nach Änderung der Verfügbarkeit sinnlos, Erklärt mir die Farben des Egofahrzeugs und das HOD in TC 3 kam",2,2,NA,0,NA,,0,0,0,,NA,"2 mal FAS um in Assistiert zu kommen, Änderung der Verfügbarkeit Erklärung nochmal versucht...",3,2,NA,1,5,,0,,0,0,,Frage nach Verfügbarkeit zumindest hier verstanden,1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,2,0,NA,1,7,,0,,0,0,0,,"nein weil er es gemerkt hat, sonst schon, spielt darauf an, dass es vermutlich zufall war, dass er es sah","zu Beginn mehrfach MOD bevor FAS und MOD um in Automatisiert zu kommen, liest Fehlermeldung, dann mit FAS vorsichtig übersteuert",2,4,NA,0,NA,NA,1,1,0,NA,NA,vergisst wie viele andere auch schon dass es eine Verfügbarkeitsanzeige gab,2,0,NA,1,99,"nicht gesehen, ob noch was verfügbar wäre",0,,0,0,0,,,"zu Beginn MOD, FAS, MOD; Als Fehler kam überlegt er dann ganz kurz blinkt Notbremsung auf so dass er es aber nicht sieht und drückt die FAS Taste zum Übersteuern",2,7,1,6,1,5,1,5,1,5,1,5,1,5,1,5,5,7,7,1,1,1,7,7,7,1,3,7,1,7,6,7,7,1,1,1,7,1,7,1,1,1,7,Mann könnte neben Fahren auch spielen. Es ist für mich genial!,Bei der Anzeige von Problemen der automatisierten Fahren liebe eher eine Tonsignal!,,,1,2,
2020-09-14 08:19:43,69,1,LC,GE_HA_23,29,0,3,1,0,0,,1,0,0,0,1,NA,,NA,,NA,,0,NA,0,NA,NA,0,0,NA,"weiß nicht wie die erste stufe heißt also manuell, erklärung von mir",1,0,NA,1,2,,0,0,NA,,1,4,,0,NA,NA,1,1,0,,NA,3 mal FAS dann MOD in Automatisiert,3,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,,0,0,0,,NA,,1,2,NA,1,5,,0,,0,0,,"immer wieder mal hände kurz weg, aber nicht der rede wert",1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,1,0,NA,1,8,,0,,0,0,0,,Keine Ahnung was Systemgrenze sein soll,"Fragt, ob er selber schalten soll, Ja von mir, dann FAS Taste",2,4,NA,0,NA,NA,1,1,0,NA,NA,"Ist sich nicht sicher, ob die Änderung der Verfügbarkeit in der Fahrt oder der vorherigen war, deshalb von mir NEIN ausgewählt",1,0,NA,1,8,,0,,0,0,0,,,FAS zum Übersteuern,2,6,2,6,1,5,2,5,1,3,2,4,2,5,1,5,5,6,7,4,1,2,3,6,6,2,3,6,2,5,6,5,6,2,3,2,6,3,5,4,3,2,4,Klare Farbgebung bei aktuell verwendeten Modus,"Wording nicht eindeutig, verwirrend (Systemgrenze???)
Zu wenig Hinweis auf Ausfall des Systems (evtl Farbe oder Piepton)","Design etwas verwirrend. Gerade beim Ausfall des Systems nicht klar. Deutlicher kommunizieren.
",,2,1,Sehr schöne Studie.
2020-09-15 10:10:20,70,1,LC,EL_WA_31,73,0,3,2,0,1,Farbschwach,2,1,1,1,0,3,Audi,3,Audi,0,Audi,0,NA,0,NA,NA,0,0,NA,,2,0,NA,1,2,,0,0,NA,,1,99,nicht sicher,0,NA,NA,0,0,1,Wusste nicht welcher knopf für was ist,NA,"1 mal FAS, sich nicht sicher welcher Modus er sich befindet, deswegen auch antworten zu Hände am Lenkrad und Email keine Antwort, keine Mode Awareness",5,4,NA,0,NA,NA,1,1,NA,Frage nach Verfügbarkeit bisschen zäh,2,2,NA,0,NA,,1,0,1,Wegen 2 mal FAS und deaktivieren,NA,"sehr vorsichtig in automatisierter Fahrt!, 2 mal FAS um in Assistiert zu kommen, ansagevon mir nochmal, dass er in Assitiert schalten soll nachdem er 1 mal FAS nur drückte, Zusätzlich nach falscher Antwort Erklärung Hände immer am Lenkrad bei Assistierter Fahrt, nimmt auch Hände weg, HOD kommt aber nicht",4,2,NA,1,5,,0,,0,0,,,1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,2,0,NA,1,99,"nicht wahrgenommen, ob noch was verfügbar wäre",0,,0,0,0,,,"1 mal FAS, liest davor sehr genau, zögernd, weiß nicht ob noch was verfügbar wäre",2,4,NA,1,2,NA,1,1,0,NA,NA,,1,0,NA,1,99,nichts wahrgenommen,99,Systemfehler,0,0,0,,,"sieht Fehlermeldung, nimmt aber nur Hände ans Lenkrad, Notbremsung kommt, Ansage von mir zu bremsen, Frage nach Probleme bei Wechsel sinnlos weil Ansage von mir",5,5,2,6,2,4,1,5,1,4,1,4,1,5,2,3,4,6,6,4,1,2,4,7,6,2,3,6,1,7,4,6,6,2,4,2,6,1,6,2,2,4,6,einfache hinweise zur verfügbarkeit. ,,anordnung der systemhinweise sollte zentral im display liegen + akustiscche unterstützung wäre hilfreich,,2,3,mehr eindrücke durch verkehrsteilnehmer oder ähnliches
2020-09-15 12:46:59,71,1,LC,GE_MA_24,31,0,2,1,1,0,,2,1,1,1,0,5,"Audi, BMW, VW",2,"Audi, BMW, VW",2,"Audi, BMW, VW",0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,1,4,,0,NA,NA,1,1,0,,NA,"fragt wegen SURT danach, spielt nämlich nicht, Erklärung von mir",2,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,,0,0,0,,NA,,1,2,NA,1,5,,0,,0,0,,,1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,1,0,NA,1,99,nicht wahrgenommen nach übersteuern,0,,0,0,0,,"Wusste nicht, dass explizite Aufforderung ist, Erklärt alle Fehlermeldungen","Liest Meldung handelt aber nicht, wusste nicht dass er handeln soll, weiß nichts wegen der Verfügbarkeit, Erklärt mir aber detailliert die Fehlermeldungen",5,4,NA,0,NA,NA,1,1,0,NA,NA,"nimmt Änderung der Verfügbarkeit nicht wahr, wie viele zuvor, vermutlich vergessen",1,0,NA,1,0,,0,,0,0,0,,,"Bremst, ist aber sehr vorgewarnt, sagt bei Skala ist alles verfügbar auf Nachfrage",2,2,3,6,1,4,1,5,1,5,1,5,1,2,1,2,4,5,7,4,1,1,7,7,7,1,4,7,1,7,6,4,6,6,6,2,7,1,7,1,2,3,5,Einfach zu bedienen (zwei Tasten). Unterschiedliche farbliche Darstellung für die Fahrmodi finde ich gut.,Warnung für kritische Situationen ist nicht klar gegeben.,"Akustische Signale sind notwendig, um die Aufmerksamkeit des Fahrers auf das Kombi-Instrument zu ziehen.
Sensorfehler bzw. Ausfall eines Systems müssen farblich anders dargestellt werden => z.B. gelb für wichtige Hinweise und rot für kritische Systemfehler! Außerdem muss die ""kritische"" Information für den Fahrer zentraler und größer Im Display dargestellt werden, damit er es sofort versteht.

Andere Symbole für die Fahrmodi verwenden => z.B. Assistiertes Fahren mit Lenkradsymbol + Hände am Lenkrad, Automatisiertes Fahren mit einem Auto Symbol von oben + die Fahrspuren, damit der Fahrer weiß, dass das Auto selbstständig fährt.",sieh oben,1,1,Nein
