startdate,VPCode,VPNr,Exp,HMI,Alter,Geschlecht,Nation,NationGeb,NationGeb2,Farbfehlsichtigkeit,Farbfehlsichtigkeit2,Erfahrung,KilometerJahr,Vorwissen,FAS.CC,FAS.ACC,FAS.LKA,FAS.NoFAS,OftCC,AutomarkeCC,OftACC,AutomarkeACC,OftLKA,AutomarkeLKA,VSM01,VSM02,VSM03,VSM04,VSM05,VSM06,VSM07,VSM08,VSM09,VSM10,VSM11,VSM12,VSM13,VSM14,VSM15,VSM16,VSM17,VSM18,VSM19,VSM20,VSM21,VSM22,VSM23,VSM24,UsabFact01,UsabFact02,UsabFact03,UsabFact04,UsabFact05,UsabFact06,UsabFact07,UsabFact08,UsabFact09,UsabFact10,UsabFact11,UsabFact12,UsabFact13,UsabFact14,UsabFact15,UsabFact16,UsabFact17,UsabFact18,UsabFact19,UsabFact20,UsabFact21,UsabFact22,UsabFact23,UsabFact24,TPComments_PreQ,Wetter,Licht,SehhilfeAuto,SehhilfeLesen,SehhilfeAutoJetzt,SehhilfeLesenJetzt,TC01_LevelSel,TC01_LevelOthers,TC01_ChangeAvail,TC01_ChangeAvailSel,TC01_ChangeAvailOthers,TC01_HandsOffAllow,TC01_EmailsAllow,TC01_ER,TC01_RemarksTP,TC01_RemarksTL,TC02_LevelSel,TC02_LevelOthers,TC02_ChangeAvail,TC02_ChangeAvailSel,TC02_ChangeAvailOthers,TC02_HandsOffAllow,TC02_EmailsAllow,TC02_ER,TC02_RemarksTP,TC02_RemarksTL,TC03_LevelSel,TC03_LevelOthers,TC03_ChangeAvail,TC03_ChangeAvailSel,TC03_ChangeAvailOthers,TC03_HandsOffAllow,TC03_EmailsAllow,TC03_TransProblems,TC03_TransProblemsOthers,TC03_ER,TC03_RemarksTP,TC03_RemarksTL,TC04_LevelSel,TC04_LevelOthers,TC04_ChangeAvail,TC04_ChangeAvailSel,TC04_ChangeAvailOthers,TC04_HandsOffAllow,TC04_EmailsAllow,TC04_ER,TC04_RemarksTP,TC04_RemarksTL,TC05_LevelSel,TC05_LevelOthers,TC05_ChangeAvail,TC05_ChangeAvailSel,TC05_ChangeAvailOthers,TC05_HandsOffAllow,TC05_EmailsAllow,TC05_TransProblems,TC05_TransProblemsOthers,TC05_ER,TC05_RemarksTP,TC05_RemarksTL,TC06_LevelSel,TC06_LevelOthers,TC06_ChangeAvail,TC06_ChangeAvailSel,TC06_ChangeAvailOthers,TC06_ChangeAvailReasonSel,TC06_ChangeAvailReasonOthers,TC06_HandsOffAllow,TC06_EmailsAllow,TC06_ER,TC06_RemarksTP,TC06_RemarksTL,TC07_LevelSel,TC07_LevelOthers,TC07_ChangeAvail,TC07_ChangeAvailSel,TC07_ChangeAvailOthers,TC07_HandsOffAllow,TC07_EmailsAllow,TC07_ER,TC07_RemarksTP,TC07_RemarksTL,TC08_LevelSel,TC08_LevelOthers,TC08_ChangeAvail,TC08_ChangeAvailSel,TC08_ChangeAvailOthers,TC08_HandsOffAllow,TC08_EmailsAllow,TC08_ER,TC08_RemarksTP,TC08_RemarksTL,TC09_LevelSel,TC09_LevelOthers,TC09_ChangeAvail,TC09_ChangeAvailSel,TC09_ChangeAvailOthers,TC09_HandsOffAllow,TC09_EmailsAllow,TC09_TransProblems,TC09_TransProblemsOthers,TC09_ER,TC09_RemarksTP,TC09_RemarksTL,TC10_LevelSel,TC10_LevelOthers,TC10_ChangeAvail,TC10_ChangeAvailSel,TC10_ChangeAvailOthers,TC10_ChangeAvailReasonSel,TC10_ChangeAvailReasonOthers,TC10_HandsOffAllow,TC10_EmailsAllow,TC10_TransProblems,TC10_TransProblemsOthers,TC10_ER,TC10_RemarksTP,TC10_RemarksTL,TC11_LevelSel,TC11_LevelOthers,TC11_ChangeAvail,TC11_ChangeAvailSel,TC11_ChangeAvailOthers,TC11_HandsOffAllow,TC11_EmailsAllow,TC11_TransProblems,TC11_TransProblemsOthers,TC11_ER,TC11_RemarksTP,TC11_RemarksTL,TC12_LevelSel,TC12_LevelOthers,TC12_ChangeAvail,TC12_ChangeAvailSel,TC12_ChangeAvailOthers,TC12_ChangeAvailReasonSel,TC12_ChangeAvailReasonOthers,TC12_HandsOffAllow,TC12_EmailsAllow,TC12_TransProblems,TC12_TransProblemsOthers,TC12_ER,TC12_RemarksTP,TC12_RemarksTL,UMUX01,UMUX02,UMUX03,UMUX04,SUS01,SUS02,SUS03,SUS04,SUS05,SUS06,SUS07,SUS08,SUS09,SUS10,Trust,Acceptance,UEQ01,UEQ02,UEQ03,UEQ04,UEQ05,UEQ06,UEQ07,UEQ08,UEQ09,UEQ10,UEQ11,UEQ12,UEQ13,UEQ14,UEQ15,UEQ16,UEQ17,UEQ18,UEQ19,UEQ20,UEQ21,UEQ22,UEQ23,UEQ24,UEQ25,UEQ26,GutGefallen,NichtGefallen,Verbessern,Anmerkungen,AnstrengendWenden,Uebel,SpeechChangeAvailUp.SOCAUpYes.,SpeechChangeAvailUp.SOCAUpNot.,SpeechChangeAvailDow.SOCADoYes.,SpeechChangeAvailDow.SOCADoNot.,SpeechTransition.SOTransYes.,SpeechTransition.SOTransNot.,SpeechTOR.SOTORYes.,SpeechTOR.SOTORNot.,SpeechHOD.SOHODYes.,SpeechHOD.SOHODNot.,SpeechOperationError.SOOpErrYes.,SpeechOperationError.SOOpErrNot.,SpeechAddressing.SOAddressing.,SpeechComments,AllgAnregungen
2021-08-02 07:06:06,MA_AL_7,64,3,LC,59,1,USA,0,,0,,1,0,1,1,0,0,0,1,"Audi, VW, Toyota, Honda",NA,,NA,,1,2,3,2,2,1,2,2,4,2,1,4,3,3,3,2,2,1,3,4,1,2,3,4,5,6,6,5,6,6,6,4,3,4,6,1,1,6,6,4,4,4,6,6,6,1,4,5,,2,1,4,4,0,0,0,,0,NA,NA,0,0,1,,,0,,1,2,,0,0,1,,,4,,1,99,3 icons lit up,1,1,0,,1,I hit the wrong one first that took me to semi automated,,4,,1,99,Icons lit up,1,1,4,"Had troubles, because I didnt know that I couldnt just go directly to automated",,2,,0,NA,,0,0,0,,3,,,2,,1,5,,0,,0,0,1,"It maintained speed, I start to learn what assisted means",,2,,0,NA,,0,0,1,,,2,,1,2,,0,0,1,,,4,,0,NA,,1,1,0,,1,,,0,,1,6,,NA,After emergency brake icons no longer lit,0,0,0,,5,,,4,,1,0,,1,1,0,NA,1,,,0,,1,8,,0,,0,0,0,,1,I happened to see it,Zufällig hingeschaut,5,2,5,2,3,1,4,1,4,1,4,1,4,1,4,4,4,6,5,2,3,3,3,6,4,6,5,3,6,4,4,5,2,4,2,5,2,5,2,4,4,2,Easy to use after an inital learning period.,"The three symbols for the driving modes looked very similar, but their placement let me know which was which - manual on the left and fully automated on the right.  
When the Emergency Brake! command appeared on screen, there was no corresponding alarm or audible warning.
Some notifications on the display console might have been missed if I hadn´t been looking at the screen at the time.","Different symbols on the steering wheel for the Assisted and Automated driving modes, though I don´t have a suggestion.  I learned that the left button turned on the Assisted mode and that it had to be on before you could activate the second button for Automated mode.
Notifications on the screen could be in a different color, or flash, or something to make them more noticeable.  
","Designers should always remember that many middle aged and older drivers use reading glasses but don´t always wear them when they are driving, so don´t make symbols too small or similar.",1,2,0,3,0,4,1,4,0,4,1,3,0,4,1,"I really like these outputs, but it would nice to be able to turn them off, if desired, in case someone in the car is sleeping, for example.",
2021-07-16 09:28:34,SU_KI_1,55,3,LC,23,0,USA,1,German,0,,1,0,1,1,1,1,0,1,"GMC, Chevy, Buick",1,"GMC, Chevy, Buick",1,"GMC, Chevy, Buick",3,1,2,2,3,3,2,4,4,2,1,3,1,2,2,2,5,2,4,4,2,1,2,3,6,5,6,5,6,5,6,0,1,1,4,4,3,6,5,6,5,5,5,5,4,5,3,6,,1,0,0,0,NA,NA,99,First automated,0,NA,NA,0,0,1,,,99,First automated,0,NA,,0,0,2,,,99,Fully automatic driving,1,99,I could toggle between manual and assisted driving,1,0,0,,5,,,2,,0,NA,,1,0,5,,,99,Different assisted level,0,NA,,1,0,0,,5,,,2,,0,NA,,NA,,1,0,4,Saw The hod just now,,2,,0,NA,,1,0,5,,,2,,0,NA,,1,0,5,,,99,Fully automatic driving,0,NA,,1,0,0,,5,,,0,,1,99,No lka or cc,0,,0,0,0,,3,Dont know what system limit means,,99,"Third, last",0,NA,,1,0,0,NA,3,,,2,,0,NA,,NA,,1,0,0,,5,,,7,1,7,1,4,1,4,1,4,2,4,1,4,2,2,4,7,7,4,4,3,5,5,5,4,4,5,2,5,5,5,5,3,3,1,7,2,6,2,2,2,6,I liked how easy it was to toggle between the modes of automatic driving.,I wasnt sure how much i could trust the machine or if I could really perform other tasks while in fully automatic mode.,The commands that the machine gives the human should be more alarming,I didnt really notice a difference in the assisted driving and the fully automatic driving,1,1,3,1,1,3,0,3,1,4,1,2,0,2,0,You should be able to customize your speech settings,"I wasnt sure if i would be abel to perform tasks (such as emails) while the automated driving feature was on, if I were driving in traffic, instead of a straight road with out hazards.  I think the subject should be made to take turns or drive around cones to better expirence the difference in the three levels of automatic driving."
2021-07-22 08:05:22,TH_TU_1,6,3,HC,24,1,USA and Germany,1,Germany,0,,3,1,1,0,0,0,1,NA,,NA,,NA,,2,1,1,1,2,1,1,2,2,1,3,3,2,2,2,2,1,4,4,4,1,1,3,4,4,5,6,6,6,6,6,5,5,1,5,1,0,2,5,3,4,3,4,6,6,1,3,5,I would like eco-friendliness/fuel efficiency to be considered in this questionnaire/research development.,0,0,4,4,1,1,0,,0,NA,NA,0,0,1,,,2,,1,1,,1,1,2,,,4,,1,2,,1,1,0,,3,I like that braking deactivates the system,,4,,0,NA,,1,1,1,,,2,,0,NA,,0,0,1,"Tiny bit, I tended to automatically press the power button",1,,,0,,1,99,Assisted no longer available,0,,0,0,2,Wish I had a sound,,2,,0,NA,,0,0,1,"Button is not intuitive, because it says aut",,2,,1,2,,0,0,1,"I dont understand the point of assisted, only little helpful to release foot",,4,,0,NA,,1,1,0,,1,,,0,,1,5,,NA,Some Error?,0,0,0,,1,I would like to have a sound,,4,,1,1,,1,1,0,NA,1,,,0,,1,5,,1,,0,0,1,"I put my body into driving position,then I noticed that I needed to take over by pressing a button",2,,,5,3,5,2,4,2,4,3,4,3,4,1,4,2,4,4,6,6,2,2,2,6,6,5,2,2,6,2,4,6,6,6,2,2,2,6,3,6,3,2,2,6,I very much enjoyed the automatic driving mode experience! It made being in the car much more pleasant and worthwhile of my time. Assistance is also helpful but I preder automatic every time.,"I did not like having to look at the screen between all three modes, especially in automatic. For manual and assisted, it is tolerable but for automatic, having to constantly check for warnings or errors made it slightly stressful/unpleasant. I also did not like the absence of audio assistance when changes occurred in modes, either verbal instructions or noise notifications would be helpful.","There is room for minor improvements, such as: 
- audio notification when modes become available/unavailable 
- less aggressive sound when there is an error. It made me very alarmed whereas specific verbal instructions would be more helpful and less stressful (i.e., human voice saying: there is an error. please turn off automatic driving and turn on manual). 
- I greatly prefer being able to use one button to control all modes and one button for only turning on and off. 
",,1,1,0,3,0,4,0,3,0,4,0,4,1,4,0,I would really like speech outputs!,A verz pleasant and fun experience :)
2021-07-27 14:00:49,EL_TE_7,9,3,HC,42,0,USA,0,,0,,1,0,3,1,1,1,0,2,"Tesla, Mercedes, Mazda, Audi, mini",5,"Tesla, Mercedes, Mazda",5,Tesla,2,2,2,2,3,1,3,2,3,2,2,3,3,3,3,2,3,2,3,3,1,3,1,3,5,4,6,6,6,5,6,3,4,5,4,1,1,0,5,5,5,1,4,1,4,0,4,5,,1,1,0,2,0,1,99,"0, original,non-automated",0,NA,NA,0,0,1,,,99,0,1,1,,0,0,1,,,99,"2 , automated",0,NA,,1,1,0,,1,Easier than I thought it would be (display),,4,,0,NA,,1,1,1,,,2,,1,2,,0,0,0,,1,,,2,,1,5,,0,,0,0,1,,,2,,1,99,Greyed out at the bottom,0,0,1,Easier to miss when there was no message at the top,,2,,1,2,,0,0,1,,,4,,0,NA,,1,1,0,,1,,,0,,1,99,It said switch to manual,NA,System not available or sth like that,0,0,0,,1,I expected a beep,,4,,1,1,,1,1,0,NA,1,,,0,,1,6,,NA,System error?,0,0,0,,1,"Tone was a little sharp, made me hit the brake. a little softer one May have been okay too",,7,1,7,1,5,1,5,1,5,5,5,1,5,1,5,5,7,7,5,1,1,3,4,7,1,2,7,1,7,7,6,7,1,3,1,7,1,7,1,2,2,3,<the interface was quick and straightforward,"it was a little bland. Commparing to Tesla, a lot of similar information is displayed in more attractive ways",displaying the modes and the bottom is space efficient but was difficult to see at times. adding additional visual indicators to the car illustration in the center of the display would be nice. This may also be biased by my previous experience with tesla because thats how they show autopilot availability-,im excited to see this feature in production,1,1,3,2,1,2,4,2,1,2,1,2,4,2,1,"Id rather just a short tone. Speech outputs would need to interrupt music-podcasts, etc and i dont want to keep hearing long speech prompts",
2021-07-28 07:08:25,RO_HE_7,10,3,HC,44,1,American,1,Ecuador,0,,3,1,1,1,0,0,0,1,BMW,NA,,NA,,2,3,2,3,2,1,2,3,3,2,2,2,2,3,2,2,1,1,2,4,2,2,3,3,5,3,5,6,6,6,5,5,6,6,6,5,3,6,6,5,5,5,5,6,6,4,5,6,Is the product offered in different languages? ,2,1,4,0,1,0,0,,0,NA,NA,0,0,1,,,99,"Regular, left",1,1,,0,0,1,,,4,,1,99,Automated available Message and green coloured text saying I should turn it on,0,0,1,I didnt know how to turn it on,5,,"Fragt, ob es Touch ist",4,,1,99,Two lanes in green,0,0,1,,,2,,0,NA,,1,1,0,,3,Felt uncomfortable to take hands away,Focuses on icons,4,,1,5,,NA,System error,0,0,5,I had to pay attention to display,,4,,0,NA,,0,0,2,,,4,,1,2,,0,0,2,"""why did the sign popup when I was already in automated driving,I was confused""",,4,,1,99,Logo and blue,1,1,0,,2,"I realized I used the wrong names before, I got it now, dont feel comfortable with taking hands off",,99,Regular,1,99,I dont know,NA,System error,0,0,0,,3,If it wasnt for the yellow flashing and sound I would Not have noticed it,,4,,1,2,,1,1,0,NA,2,,,0,,1,8,,NA,No,0,0,0,,1,,,4,4,4,3,4,3,4,3,3,2,2,3,2,5,3,5,4,3,3,4,2,6,6,2,4,2,7,1,3,6,6,6,3,2,2,6,3,7,3,3,3,6,"I like the variety of features it offers, however at the beginning it can be confusing to use. I was always confused with the names, especially Assisted and Automated, it took me a while to differentiate the two names. ","I was not very confident in leaving my hands from the wheel, that is because it is something new to me. Also whenever there was an alert, it was a visual message on the dashboard which makes it hard to read if one is not paying attention to the dashboard. ","Based on personal experience I would suggest a better visual design, that stands more, simpler to see and whenever there is an alert, there should always be a sound so the driver knows to look at the dashboard. ","I liked it, it is definitely something I would like to have in the future. Most importantly I think this is something that an individual should be trained on by an expert before using it, to avoid accidents. ",2,1,1,3,1,4,1,3,1,4,1,4,1,3,3,"They were clear, and very important to keep them short and clear during driving. Some of the messages in the dashboard were long not easy to read when driving so better when they are availble on speech output or followed by an alert sound. ","I found it great, definitely something new for me, I would definitely like this feature on my future vehicle, however this should be a feautre that is somehow people are well trained before using it. Thanks!"
2021-07-27 11:35:07,VI_ST_12,58,3,LC,53,1,US-American,0,,0,,4,0,1,1,0,1,0,0,2019  BMW X3,NA,,1,2019 BMW X3,2,2,1,1,3,2,2,3,3,1,1,3,3,3,4,2,3,1,2,3,2,3,2,4,6,5,5,5,6,6,4,4,4,5,5,5,3,6,6,6,5,5,5,6,5,5,5,6,,1,1,0,4,0,0,0,,0,NA,NA,1,0,1,,,2,,1,99,Lane centering,1,0,2,,,4,,1,99,Car in lanes is now yellow,1,1,0,,1,Bright yellow color is good; initially a bit creepy. hesitated,Exhaled loudly,4,,1,99,Colour change,1,1,2,,,2,,1,99,Color change,0,0,0,,1,,,2,,1,99,"Colour, hod warning, automated function not Not available",1,,0,0,2,"Lightly touching was okay, after automated not available warning I knew I had to keep my hands on steering wheel",,2,,1,99,Colour,0,0,2,"The car prompted me to put hands back to the steering wheel, even though its assisted, the display informed me quickly that I still must take care and pay attention. Im impressed",,2,,1,99,Colour,0,0,1,"There is sth in the display bottom panel, but I cant make the image ouT",,4,,1,99,Colour,1,1,0,,1,,,0,,1,99,"Colour, caution pictogram, ",2,,0,0,0,,4,"I got totally consumed in secondary task, I didnt notice why it happened, but car took me out of automated driving ",,4,,1,2,,1,1,0,NA,1,,,0,,1,99,Went back to manual,NA,Remember only second message: ER,0,0,0,,4,"I know that the rings indicate the level youre in, I dont know the pictograms though; why didnt the automation stop on its own?",,7,6,7,2,4,1,5,1,5,2,5,1,5,1,5,5,7,7,1,1,3,6,7,1,2,1,6,1,7,7,7,7,3,3,2,5,2,3,3,5,3,4,"I liked the ease in switching from the various modes from assisted toautomated.  Also interesting was the prompt givn when the automated mode was available.  When switching between the modes from manual to the automated mode, the instant switch in vehicle control was swift.  The slight hesitation was felt when the automation mode began.   ","Althought the automation mode is great, the driver cannot become completely engulfed in secondary activities because messages appear on the display panel that may need attention.  Perhaps, paralleling the messages on the display with spoken messages and/or instructions as well.  Additionally, some of the features that the automation mode is capable of performing, such as the emergency brake, may cause harm to the driver if no prior or immediaate verbal warning is given.","Perhaps, paralleling the messages on the display with spoken messages and/or instructions as well. ",,1,1,0,3,0,3,0,3,0,3,0,3,0,3,1,,
2021-07-22 10:05:47,UU_LK_12,56,3,LC,20,0,AMERICAN,0,,0,,3,1,0,1,0,0,0,2,TOYOTA,NA,,NA,,2,1,2,1,2,2,2,2,2,1,2,2,3,2,2,2,3,2,2,4,4,2,4,2,5,5,6,5,5,5,5,4,4,5,5,6,6,5,6,6,6,4,6,5,5,4,5,6,,0,0,0,0,NA,NA,99,2nd,0,NA,NA,1,1,1,,,1,,0,NA,,0,0,1,,,99,First automation,0,NA,,1,1,0,,5,,,99,First one,0,NA,,1,1,1,,,99,2nd,0,NA,,1,1,1,"Not sure which one is to switch, buttons confuse me",5,,,99,2nd,0,NA,,NA,,1,1,2,,,99,2nd,0,NA,,1,1,2, Question: is assisted the 2nd level?,,99,2nd automation,0,NA,,1,1,2,,,99,3rd,0,NA,,1,1,0,,2,"Not used to automated driving, dont feel comfortable yet",,0,,0,NA,,NA,,0,0,0,,5,,,99,2nd,0,NA,,1,0,0,NA,3,,,99,2nd,0,NA,,NA,,1,1,0,,5,"Question: when in automation level, do you want me to use the table",,4,5,3,2,1,4,2,3,2,4,1,4,1,5,1,1,1,4,4,6,6,7,7,1,1,1,7,5,3,5,5,2,6,4,6,4,6,2,3,6,5,7,it could be convienient for long rides and driver fatigue.,I felt like I couldnt trust the automatic driving because its new to me.,Rearrange the buttons away from the steering wheel. I felt like I could accidently switch between modes or turn off assisted driving.,instructions were confusing. I was skeptical relying on automated driving.,4,1,0,4,0,4,0,4,0,4,0,4,0,4,4,personal speech can grab your attention a lot better than passive.,Automated driving is quite new so I was nervous using the system. 
2021-07-22 14:16:39,RU_RO_2,57,3,LC,37,0,American. US. ,0,,0,,1,0,2,1,0,0,0,1,"Ford, VW, Mercedes, BMW",NA,,NA,,2,3,3,1,1,2,2,2,3,2,2,2,2,2,4,1,2,1,1,3,1,2,3,2,5,6,6,6,6,6,6,5,6,6,5,6,5,6,6,6,5,6,5,6,6,5,6,6,,1,0,4,0,1,0,1,,0,NA,NA,0,0,1,,,99,Automated like cc,1,2,,0,1,3,,,4,,0,NA,,0,1,0,,3,"Noted that car steers, but warning told me to keep hands on steering wheel",,4,,0,NA,,0,1,2,,,2,,1,3,,1,1,0,,3,,,2,,0,NA,,NA,,1,1,2,,,2,,0,NA,,1,1,3,,,2,,0,NA,,1,1,3,,,2,,0,NA,,0,1,0,,3,I know now I mixed up assisted and automated,,4,,0,NA,,NA,,1,1,0,,5,,Did not notice toc,4,,0,NA,,1,1,0,NA,1,,,99,Normal,1,99,Still all available,NA,Emergency brake,0,0,0,,3,,,7,1,7,1,5,1,5,1,5,1,5,1,5,1,5,5,7,7,1,1,1,7,7,7,1,1,7,1,7,7,7,7,1,1,1,7,1,7,1,1,1,7,The colors.,Nothing,No,No,1,1,0,4,0,4,0,4,0,4,0,4,0,4,4,,Enjoyable experience.
2021-07-22 12:10:35,JU_RU_8,7,3,HC,53,0,USA,0,,0,,3,0,0,0,0,0,1,NA,,NA,,NA,,1,3,4,1,4,2,3,2,3,2,3,3,2,3,4,2,3,2,4,4,2,2,4,3,0,6,6,6,6,6,6,6,6,0,6,4,0,6,6,3,4,1,1,6,6,3,5,6,interesting questions ,1,0,0,4,0,1,0,,0,NA,NA,0,0,1,,,0,,1,3,,0,0,1,,,4,,1,99,Notification mod?,1,1,0,,3,Cool! Especially if you can trust the car.,,4,,0,NA,,1,1,3,,,2,,0,NA,,1,1,1,"First time problem, not really a problem",3,,,2,,1,3,,NA,Other!,0,0,5,I felt like it wasnt as good as in automated. But still I thought I could engage in a secondary task.,,2,,0,NA,,0,0,1,,,2,,0,NA,,0,0,1,,,4,,0,NA,,1,1,0,,1,"Noticed that wheel steered, but when I put my hands away, I was told to them back.  ... Simple to switch between assisted and automated, thats good",,0,,0,NA,,NA,,0,0,0,,5,"I heard a beep, but I dont know if that had anything to do with the car",Eingriff VL,4,,1,3,,1,1,0,NA,1,,,0,,1,5,,0,,0,0,0,,5,Now I know that the beep means: look at the display,Searched for emergency brake,7,1,7,1,5,1,5,1,5,1,5,1,5,1,5,5,6,6,2,1,1,6,6,6,4,2,6,2,6,6,6,6,2,2,1,7,1,6,2,2,2,7,i found it simple to use and informative as well,nothing,maybe a little more alertive when a feature is not available,innovation at its best,2,1,0,4,0,4,0,4,0,4,1,4,1,4,2,My driving instructor speaks super english and seems to have a talent in reading peoples vibration . Very professional with a friendly balance. A good experience it has been.,Salutations to Science and all that she invents
2021-07-28 11:39:05,BR_RO_4,11,3,HC,40,0,United States,0,,0,,3,1,1,1,1,1,0,2,Audi,2,Audi,4,Audi,2,1,2,2,1,1,2,3,2,3,3,3,3,4,4,2,3,2,3,4,1,2,2,2,5,5,6,5,4,5,5,4,4,4,5,2,0,6,6,4,3,2,5,5,6,1,5,6,,2,1,0,0,NA,NA,1,,0,NA,NA,0,0,1,,,99,Fully automated,1,1,,1,1,3,"Was not intuitive,that I needed to switch on automation myself",,99,Fully automated,1,99,"All available,all symbols solid white now",1,1,0,,1,,,99,Fully automated,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,1,HO: not certain if I need to have my hands on steering wheel,,2,,1,5,,0,,0,0,1,,,2,,0,NA,,0,0,1,,,2,,1,2,,0,0,1,,,99,Fully automated,0,NA,,1,1,0,,1,,,0,,1,8,,NA,Not noticed,0,0,0,,1,"I would have expected a different type of warning, an audible warning sound. At least the lights started flashing",,99,Fully automated,1,1,,1,1,0,NA,1,,,0,,1,99,Did not notice if the other levels were still available,NA,Dont think so,0,0,0,,1,,,6,1,7,1,5,2,5,1,4,1,4,1,5,2,4,5,6,7,4,2,2,5,6,6,2,3,6,1,6,5,5,5,2,3,1,6,2,7,1,3,2,4,The icons and controls were exactly as I expected.  My first try I was able to engage the automated and assisted driving.,"I am not sure that the button for turning on and off the system is fully needed.  I could imagine simply using the button to change the automation level between the 3 settings would be enough for me. 

Additionally I felt like the the perfect solution for alerting when a need between automated and manual driving is needed wasn't fully achieved.  In the first scenario there was not enough feedback to tell me that I needed to take over control - I could easily imagine not noticing it in time if I were fully distracted.  The second scenario with the beep was alarming, and made me act immediately, but also with some panic.  I believe I hit the breaks immediately, and perhaps that was not needed or could have even been dangerous if i were in traffic.","I could imagine the entire background color of the control area changing colors - it remained black the entire time and it could have turned blue or green for automated driving and turned red if I needed to take action.  Additionally tactitle notification in the stearing wheel or or seat might be intresting as well.  I found the lights on the stearing wheel to not be bright enough during the day light to be of much use, and perhaps there could have been a larger lighting area on the stearing wheel for this type of feedback.","overall I enjoyed the experience.  I think a good HMI will give people comfort when adopting automated driving systems, so I see it as critically important.",1,1,3,2,1,3,1,3,0,4,1,4,1,2,0,,
2021-07-30 07:13:33,CO_MA_12,62,3,LC,40,1,American,0,,0,,1,0,2,1,1,0,0,3,"Acura, Volkswagen, Nissan, Volvo, Dodge, Chevy",2,Volkswagen,NA,,1,1,3,2,2,3,3,1,3,2,1,3,1,3,3,2,3,2,2,4,1,1,3,2,5,6,6,4,5,6,6,4,4,5,5,4,3,4,5,5,4,3,4,4,4,3,3,5,None,0,0,0,0,NA,NA,0,,0,NA,NA,0,0,1,,,0,,1,0,,0,0,1,,,99,Fully automated,0,NA,,1,1,0,,1,,,99,Fully automated,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,1,"Not sure about the secondary activities, whether they are allowed.",,2,,0,NA,,NA,,0,0,1,,,2,,1,99,"Automated Not available,noticed right at the start",0,0,1,,,2,,0,NA,,0,0,1,,,99,Fully automated,0,NA,,0,0,0,,1,,,0,,1,8,,NA,No,0,0,1,"Wouldnt call it problem,but sometimes I hit the wrong button",5,"After you told me to hit brake,I saw the icons were greyed out",,99,Fully automated,1,1,,1,1,0,NA,1,"Maybe in assisted you can take away hands for one minute or so, but no secondary activity",,0,,1,99,S.b,NA,S.b,0,0,0,,5,"After I hit the ""emergency brake"" the other levels were no longer available; if it was an emergency brake situation,it should have had a sound an should be red. Dont know how long I overlooked that. ",,5,1,7,1,5,1,5,1,5,1,4,1,5,1,5,5,7,7,5,1,1,6,6,4,4,1,6,2,6,6,7,7,3,3,1,7,1,7,1,2,2,6,Its easzy!,Not sure how safe it would be in real life scenarios. ,Perhaps use the color red for fully automated or orange so it is very obvious that you are not in control and should take great care. ,None,2,1,1,4,1,4,1,4,1,4,1,4,1,4,1,"I think it would be beneficial to have the speech output so i can watch the road and do my secondary activity instead of also having to monitor the control panel. Making me have less things to do while in the car. Especially, if I am distracted by children or a spill of coffee ´- voice activation would be ideal to warn me. ",None
2021-07-29 07:21:21,RU_LE_6,12,3,HC,40,1,United State of America,0,,0,,3,0,2,1,0,1,0,1,"Skoda, BMW, VW, Toyota",NA,,1,Skoda,2,1,3,3,2,2,2,3,3,2,3,3,2,3,2,2,3,2,3,4,1,2,3,3,4,4,6,5,3,4,4,4,4,3,4,4,2,3,4,4,3,3,5,5,3,4,5,4,"Some of these things are dependant on the other. For example, with Originality, that only is strongly valuable IF it is also efficient and intuitive. ",2,1,4,4,1,1,0,,0,NA,NA,0,0,1,I usually drive with my knees all the time,,0,,1,1,,0,0,1,,,4,,0,NA,,1,1,0,,3,,,4,,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,3,,,2,,0,NA,,NA,,0,0,1,"I totally could one hand and write emails,but I know Im not supposed to",,2,,0,NA,,0,0,1,,,2,,0,NA,,0,0,1,,,4,,0,NA,,1,1,0,,1,,,0,,1,8,,0,,0,0,0,,1,,,4,,1,1,,1,1,0,NA,3,,,0,,1,8,,NA,Sensor triggered,0,0,0,,1,,,6,2,6,1,4,1,5,2,4,2,5,1,4,1,3,4,6,6,3,2,4,4,5,4,4,2,4,3,5,5,6,5,3,4,3,5,3,5,2,4,4,6,It was straightforward and clear.,"If there was a large sudden obstruction, I would worry that the alert would not be fast enough to trigger my response...and that my response would not be fast enough.",Louder alert when telling the driver to switch from automation to manual - what if the driver had fallen asleep! It sounds crazy but there are those people who can nap at a moment´s notice...,No,1,1,0,2,0,4,1,2,0,4,1,3,2,2,0,,No
