"startdate","VPNr","Exp","HMI","VPCode","Alter","Geschlecht","Erfahrung","KilometerJahr","Sehhilfe","Farbfehlsichtigkeit","Farbfehlsichtigkeit2","Vorwissen","FAS.CC","FAS.ACC","FAS.LKA","FAS.NoFAS","OftCC","AutomarkeCC","OftACC","AutomarkeACC","OftLKA","AutomarkeLKA","Wetter","Licht","TC01_LevelSel","TC01_LevelOthers","TC01_ChangeAvail","TC01_ChangeAvailSel","TC01_ChangeAvailOthers","TC01_HandsOffAllow","TC01_EmailsAllow","TC01_RemarksTP","TC01_RemarksTL","TC01_ER","TC02_LevelSel","TC02_LevelOthers","TC02_ChangeAvail","TC02_ChangeAvailSel","TC02_ChangeAvailOthers","TC02_HandsOffAllow","TC02_EmailsAllow","TC02_RemarksTP","TC02_RemarksTL","TC02_ER","TC03_LevelSel","TC03_LevelOthers","TC03_ChangeAvail","TC03_ChangeAvailSel","TC03_ChangeAvailOthers","TC03_HandsOffAllow","TC03_EmailsAllow","TC03_TransProblems","TC03_TransProblemsOthers","TC03_RemarksTP","TC03_RemarksTL","TC03_ER","TC04_LevelSel","TC04_LevelOthers","TC04_ChangeAvail","TC04_ChangeAvailSel","TC04_ChangeAvailOthers","TC04_HandsOffAllow","TC04_EmailsAllow","TC04_RemarksTP","TC04_RemarksTL","TC04_ER","TC05_LevelSel","TC05_LevelOthers","TC05_ChangeAvail","TC05_ChangeAvailSel","TC05_ChangeAvailOthers","TC05_HandsOffAllow","TC05_EmailsAllow","TC05_TransProblems","TC05_TransProblemsOthers","TC05_RemarksTP","TC05_RemarksTL","TC05_ER","TC06_LevelSel","TC06_LevelOthers","TC06_ChangeAvail","TC06_ChangeAvailSel","TC06_ChangeAvailOthers","TC06_ChangeAvailReasonSel","TC06_ChangeAvailReasonOthers","TC06_HandsOffAllow","TC06_EmailsAllow","TC06_RemarksTP","TC06_RemarksTL","TC06_ER","TC07_LevelSel","TC07_LevelOthers","TC07_ChangeAvail","TC07_ChangeAvailSel","TC07_ChangeAvailOthers","TC07_HandsOffAllow","TC07_EmailsAllow","TC07_RemarksTP","TC07_RemarksTL","TC07_ER","TC08_LevelSel","TC08_LevelOthers","TC08_ChangeAvail","TC08_ChangeAvailSel","TC08_ChangeAvailOthers","TC08_HandsOffAllow","TC08_EmailsAllow","TC08_RemarksTP","TC08_RemarksTL","TC08_ER","TC09_LevelSel","TC09_LevelOthers","TC09_ChangeAvail","TC09_ChangeAvailSel","TC09_ChangeAvailOthers","TC09_HandsOffAllow","TC09_EmailsAllow","TC09_TransProblems","TC09_TransProblemsOthers","TC09_RemarksTP","TC09_RemarksTL","TC09_ER","TC10_LevelSel","TC10_LevelOthers","TC10_ChangeAvail","TC10_ChangeAvailSel","TC10_ChangeAvailOthers","TC10_ChangeAvailReasonSel","TC10_ChangeAvailReasonOthers","TC10_HandsOffAllow","TC10_EmailsAllow","TC10_TransProblems","TC10_TransProblemsOthers","TC10_RemarksTP","TC10_RemarksTL","TC10_ER","TC11_LevelSel","TC11_LevelOthers","TC11_ChangeAvail","TC11_ChangeAvailSel","TC11_ChangeAvailOthers","TC11_HandsOffAllow","TC11_EmailsAllow","TC11_TransProblems","TC11_TransProblemsOthers","TC11_RemarksTP","TC11_RemarksTL","TC11_ER","TC12_LevelSel","TC12_LevelOthers","TC12_ChangeAvail","TC12_ChangeAvailSel","TC12_ChangeAvailOthers","TC12_ChangeAvailReasonSel","TC12_ChangeAvailReasonOthers","TC12_HandsOffAllow","TC12_EmailsAllow","TC12_TransProblems","TC12_TransProblemsOthers","TC12_RemarksTP","TC12_RemarksTL","TC12_ER","UMUX01","UMUX02","UMUX03","UMUX04","SUS01","SUS02","SUS03","SUS04","SUS05","SUS06","SUS07","SUS08","SUS09","SUS10","Trust","Acceptance","UEQ01","UEQ02","UEQ03","UEQ04","UEQ05","UEQ06","UEQ07","UEQ08","UEQ09","UEQ10","UEQ11","UEQ12","UEQ13","UEQ14","UEQ15","UEQ16","UEQ17","UEQ18","UEQ19","UEQ20","UEQ21","UEQ22","UEQ23","UEQ24","UEQ25","UEQ26","GutGefallen","NichtGefallen","Verbessern","Anmerkungen","AnstrengendWenden","Uebel","AllgAnregungen"
"2020-10-05 15:47:52",59,2,"LC","Ma_No_02",29,"0","1","0","0",0,"","2",1,0,0,0,"2","Volkswagen ","","","","","2","2","0","",0,"","",0,0,"","","3","0","",1,"2","",0,0,"","","1","4","",0,"","",1,1,1,"Erst falsche taste","","","3","4","",0,"","",1,1,"","Proband fragt ob er bei HOD Hände ans Lenkrad nehmen soll","4","2","",0,"","",0,0,1,"Erst jetzt gemerkt welche Stufe welche ist","","","2","2","",1,"5","","0","",1,0,"","P: Hände entfernen bis zur Meldung erlaubt","2","2","",0,"","",1,0,"","","1","2","",1,"2","",1,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"8","","0","",0,0,1,"Erst unsicher wie in manuell,  dann aber mit bremse schnell funktioniert","","","2","4","",1,"2","",1,1,0,"","","","1","0","",1,"99","Bitte übernehmen ","0","",0,0,0,"","Kurz probiert ob auch direkt in autom fahren mit rechter Taste (bei Level reset)","","1","3","1","6","1","5","2","4","1","4","2","2","1","4","3","5","5",6,6,2,2,1,5,6,3,2,3,6,1,5,7,6,6,6,5,4,7,2,5,1,2,3,5,"Symbole waren nach kurzer Eingewöhnungszeit gut verständlich, das System sehr aufgeräumt und nicht überladen ","Dass man nicht mehr auf Verfügbarkeitswechsel aufmerksam gemacht wurde","Bitte Signaltöne für Verfügbarkeitswechsel einführen","",2,1,""
"2020-10-06 08:30:10",9,2,"HC","Ed_Gü_08",30,"0","3","2","0",0,"","4",1,1,1,0,"2","Renault","0","Keins","0","Keins","1","1","0","",0,"","",0,0,"","","1","0","",1,"1","",0,0,"","","1","4","",0,"","",1,1,1,"Drei Symbole verfügbar, daher direkt mit umschalt Taste rechts versucht, da symbol für autom in der leiste auf Bildschirm auch rechts, komisch dass erst ins assistiert geschälten werden muss","","","2","4","",0,"","",1,1,"","","1","2","",0,"","",0,0,0,"","","","1","2","",1,"5","","0","",0,0,"Meldung nur aus Zufall gesehen, Symbol unten ausgegraut wäre aber ohne Textmeldung nicht aufgefallen da unterschied zwischen weiß und grau sehr gering","","1","2","",0,"","",0,0,"","","1","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"6","","0","",0,0,0,"","Weiß nicht ob systemgrenze auch für assistiert gilt, Ton fehlt, Anzeige nur ganz zufällig gesehen, Töne auch bei verfügbar bevorzugt, bei dieser Fahrt ohne Ton geht gar nicht","","1","4","",0,"","",1,1,0,"","Kurz von kürzerem Intro verwirrt","","1","0","",1,"6","","0","",0,0,0,"","Super","","1","2","5","5","1","4","2","4","1","4","4","4","2","4","3","4","5",6,5,6,3,7,5,6,6,7,3,6,2,3,7,7,6,2,6,5,5,1,7,1,2,2,6,"Sehr simple, auf das nötigste beschraenkt","Von manuell zu automatisiert muss nicht durchgeschaltet, sondern erst assistiert eingeschaltet werden, das erscheint aufgrund der Aufregung der drei Symbole nicht logisch. Zuden ist die on/off Taste ebenfalls mit AUT beschriftet, obwohl sie nur zu Ass führt?! Es hat oftmals an akustischer Information gefehlt. ","Ton an! Zu drueckende Taste für Wechsel der Stufen zwischen die Symbole im Kombi packen, dann weiß man über welche Taste der weg zu welchem Modus führt ","",1,1,""
"2020-10-06 10:35:51",10,2,"HC","Ir_Di_22",25,"1","1","0","0",0,"","0",1,0,0,0,"0","Audi","","","","","2","1","0","",0,"","",0,0,"","","1","0","",1,"1","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","4","",0,"","",1,1,"","","1","2","",0,"","",1,0,0,"","Unsicher ob Hände ans L müssen, Aufforderung gesehen, unsicher ob sie danach wieder entfernt werden dürfen","","1","2","",1,"5","","0","",1,0,"","","1","2","",0,"","",1,0,"","","1","2","",1,"2","",0,0,"","Durch Meldung bei HOD gelernt, dass Hände am L bleiben müssen","1","4","",0,"","",1,1,0,"","","","1","0","",0,"","","","",0,0,1,"Aufforderung nur zufällig wahrgenommen, nicht sicher ob Aufforderung oder nur Hinweis, dann schnell irgendwo hingeklickt","","","3","4","",0,"","",1,1,0,"","","","1","0","",0,"","","","",0,0,1,"Erst mit Hände am Lenkrad und Gas Übersteuern wollen, hat nicht funktioniert, dann mit Button ausgeschaltet","","","1","6","1","6","2","4","1","5","2","5","1","4","1","4","2","4","3",6,6,2,3,1,5,6,5,1,1,6,1,6,7,7,6,3,4,2,7,2,5,2,1,2,6,"Nur wenige bedienelemente für viele Funktionen. Auditive und visuelle Hinweise gut. Besonders wenn schnell eingegriffen werden muss auditiv. Gut fandich auch die unterschiedlichen Farben der Stufen. ","Etwas verwirrend wenn Verfügbarkeiten sich ändern aber das wäre bei realfahrt glaube ich nicht so verwirrend. ","","",1,2,"Ne hat spaß gemacht :) "
"2020-10-06 13:25:49",60,2,"LC","Re_Be_05",34,"0","4","3","0",0,"","4",1,1,1,0,"5","Audi, BMW, Mercedes, VW, Fiat, Mitsubishi, Toyota, Renault","2","Audi, BMW, Mercedes, VW, Toyota","2","Audi, BMW, Mercedes, VW, Toyota","2","1","0","",0,"","",0,0,"","","1","4","",0,"","",1,1,"","","4","4","",0,"","",1,1,0,"","","","3","4","",0,"","",1,1,"","","1","2","",1,"99","Hände ans Lenkrad ",1,0,0,"","","P spielt surt","1","2","",1,"5","","0","",1,0,"","","1","2","",0,"","",1,0,"","","1","2","",1,"2","",1,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"7","","0","",0,0,0,"","Unklar, ob selber übernehmen muss oder das System selber umschaltet","Hinweis, dass P Bremsen soll als keine Reaktion auf Notbremsung kam","3","4","",1,"0","",1,1,0,"","","","1","0","",1,"8","","0","",0,0,0,"","","","2","6","3","7","3","4","2","5","2","3","1","4","1","3","2","4","5",6,7,2,2,3,2,6,6,2,3,4,2,6,4,5,5,3,5,3,5,4,6,3,2,4,5,"G6t aufgeräumte Informationen. Klare Trennung der Funktionen der  Automatisierung.","Anzeige rechts zu viele unterschiedliche informationstypen.","Warnmeldungen etwas exponierter und nicht über die Anzeige rechts.","Schönes Display ",1,1,"Farben erklärung und Display passen nicht ganz (blau, grün). Versuchsdurchführung und Erklärungen sehr gut. Betreuung sehr gut"
"2020-10-06 15:34:45",61,2,"LC","Ma_No_05",22,"1","4","2","2",0,"","0",1,1,1,0,"2","BMW, Opel, Ford, ","2","Ford","0","Ford bmw","2","2","0","",0,"","",0,0,"","","1","0","",1,"0","",0,0,"","","1","4","",1,"99","Selbstständig lenken und beschleunigen ",1,1,0,"","","","4","4","",1,"99","Anweisungen ",1,1,"","Hände nicht ans Lenkrad bei hod, bis Notbremsung und Hinweis von VL. Bei zweiter HOD dann von alleine reagiert","4","2","",0,"","",0,0,0,"","Jetzt erst verstanden was automatisiert und was assistiert in der Anzeige ist ","","2","2","",1,"5","","0","",0,0,"","","1","2","",0,"","",0,0,"","","1","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"5","","0","",0,0,0,"","","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"5","","99","Systemfehler",0,0,0,"","","","1","5","2","7","3","1","1","5","2","4","3","5","1","3","1","2","3",6,7,3,1,4,6,7,2,1,2,7,4,7,5,7,5,4,6,2,5,3,4,2,1,1,7,"Die Unterstützung beim Fahren ist sehr interessant und ies kann für einige Menschen eine große erleichterung sein. Die Anzeigen waren gut sichtbar und klar verständlich. ","Die zu ändernden Anweisungen sollten mit einem Ton hinterlegt werden. Da unser Bsp. Dem Emails beantworten diese untergehen können. ","","",2,1,"Gut organisiert. Jedoch sollte Automatisiertes Fahren nicht nur auf geraden Strecken getestet werden. Ebenfalls wäre es gut mit Hindernissenversuche zu starten. "
"2020-10-08 08:40:37",62,2,"LC","FR_PE_10",26,"1","4","0","0",0,"","0",1,0,0,0,"0","Mercedes","","","","","0","0","0","",0,"","",0,0,"Sehr auf Display konzentriert, weil auf Ansage gewartet","","1","0","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","2","4","",0,"","",1,1,"","","1","2","",0,"","",0,0,0,"","Nicht ganz sicher ob Hände am Lenkrad bleiben müssen","","1","2","",0,"","","","",0,0,"","","3","2","",0,"","",0,0,"","","1","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"6","","99","Sollte notbremsung machen",0,0,0,"","Ton wäre hilfreich, hätte Meldung bei Ablenkung durch Spiel fast nicht gesehen","Meldung erst bei Notbremsung gesehen","5","4","",1,"2","",1,1,0,"","","Wiederholung, da bei Durchgang 1 die Spur lange nicht erkannt","1","0","",1,"8","","0","",0,0,0,"","","","2","5","1","7","2","4","1","5","1","4","2","5","1","4","1","3","4",6,7,3,1,3,5,6,7,3,4,6,1,7,6,5,7,4,6,1,6,1,6,1,2,2,5,"Sehr spannende Erfahrung, leichte Bedienung, leicht verständlich","Noch nicht ganz durchdacht. ","Auditives signal bei bremsung","",2,1,"Sehr interessant"
"2020-10-08 10:33:28",11,2,"HC","Ro_Jo_10",35,"0","4","1","0",0,"","0",1,0,0,0,"2","Audi","","","","","1","1","0","",0,"","",0,0,"","","1","2","",1,"99","Schalten von manuell zu assistiert ",1,0,"Spurerkennung nicht funktioniert ","P geht in seinen Antworten vom assistiert aus, da eingegriffen werden musste","4","4","",0,"","",1,1,1,"War nicht klar für was die Knöpfe sind, welche er erst drücken muss, Reihenfolge nicht klar","","","3","4","",0,"","",1,1,"Traut System nicht, schaut immer wieder in Display ob sich Verfügbarkeit ändert, weil es so ungewohnt ist ","","1","2","",0,"","",0,0,1,"Tasten immer noch nicht ganz klar","Hände an Lenkrad erst nach HOD Meldung klar, Definition von assistiert unklar","","3","2","",1,"5","","0","",0,0,"Meldung verwirrend, weil automatisiert ja gerade gar nicht gewollt","","1","2","",0,"","",0,0,"Nicht klar wann ich falsch  bediene, kein lernerfolg","","1","2","",1,"2","",0,0,"Visuelle Umsetzung nicht gut , Verfügbarkeit nicht dauerhaft visuell vermittelt ","","1","4","",0,"","",1,1,1,"Tasten immer noch nicht verstanden ","Farben von Abbildung angemerkt","","1","0","",1,"6","","0","",0,0,0,"","Kein Problem bei Wechsel, aber unsicher welcher der richtige Weg ist,  Meldung nur ganz schwach imAugenwinkel wahrgenommen ","","2","4","",1,"1","",1,1,0,"","Ungutes Gefühl wegen fehlendem Audio Signal wenn automatisiert nicht mehr verfügbar ( bezogen auf tc10)","","1","0","",1,"99","Weiß nicht mehr","1","",0,0,0,"","","","1","4","3","4","2","2","2","3","2","3","3","2","2","1","4","1","2",5,2,2,5,2,6,6,2,2,2,4,3,2,5,6,4,6,3,3,5,6,4,2,3,4,5,"Die innovation","Technische umsetzung","Intuitivere Bedienung erforderlich","",1,1,"Dran bleiben. Idee super. Umsetzung schafft noch kein vertrauen"
"2020-10-08 15:37:05",63,2,"LC","Sa_Jü_04",48,"0","4","3","0",0,"","3",1,1,1,0,"5","BMW, Audi, Porsche, Tesla, usw","5","So","2","So","1","0","0","",0,"","",0,0,"","","1","4","",1,"0","",1,1,"","","4","4","",0,"","",1,1,0,"","Nicht angezeigt dass verfügbar ist, keine farbliche Kennzeichnung ","","2","4","",0,"","",1,1,"","","1","2","",0,"","",0,0,0,"","","","1","2","",1,"5","","2","",0,0,"Einmal verdrückt aus versehen","","1","2","",1,"5","",0,0,"","","2","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",0,"","","","",0,0,0,"","","Keine Reaktion auf Anzeige, Aufforderung von vl","5","4","",1,"1","",1,1,0,"","","","1","0","",1,"8","","2","",0,0,0,"","Ton gewünscht, Nachricht zu spät gesehen ","Hinweis von VL WG notbremsung ","5","6","1","7","1","5","1","5","1","5","1","4","1","5","1","5","5",7,7,4,1,1,4,7,7,1,4,7,1,7,7,4,7,1,1,1,7,1,7,1,1,1,4,"Funktiert wie erwartet, es sollte ein akustisches Signal geben, wenn man übernehmen muss hat Spass gemacht","Manueller Button ist überflüssig","So","Super",4,1,""
"2020-10-09 08:44:08",64,2,"LC","PE_FR_16",31,"0","4","2","0",0,"","2",1,1,1,0,"3","BMW, Mercedes, Audi, Mazda, Opel","2","BMW, Mercedes ","2","BMW, Mercedes, Audi, Mazda","1","0","0","",0,"","",0,0,"","","1","0","",1,"1","",0,0,"","","1","4","",0,"","",1,1,1,"Ist davon ausgegangen, dass System automatisch eingeschaltet ist, daher direkt Wechsel Taste gedrückt und nicht erst on off","","","3","4","",0,"","",1,1,"","","1","2","",0,"","",0,0,0,"","","","1","2","",1,"5","","0","",0,0,"Eher zufällig die Meldung gesehen, hätte akustische Signal gewünscht ","","1","2","",0,"","",0,0,"","","1","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"6","","99","Systemfehler",0,0,0,"","Meldung ohne Ton  viel zu unauffällig,  fast übersehen","Nachfrage VL warum nicht übernommen  : P : weil ich nur auf Ihre Anweisung reagieren soll","5","4","",0,"","",1,1,0,"","","","1","0","",1,"5","","0","",0,0,0,"","Zufällig wahrgenommen, erst in letzter Sekunde, Ton gewünscht , immer zurück in Display geschaut und kaum Konzentration auf nebenaufgabe ","","2","5","2","6","1","4","1","5","1","4","1","5","1","4","2","4","5",6,7,2,1,1,7,7,6,1,2,7,2,6,7,7,6,3,4,2,6,3,5,2,2,2,6,"Einfache Bedienung, leicht verstaendlich","Kein Signalton bei Ausfall eines Systems, oder beim Einleiten einer Notbremsung. Im automatisierten fahren ist der Fahrer unter Umständen derartig abgelenkt dass er die eingeblendeten Warnhinweise im Display ohne akustische Unterstützung nicht wahrnimmt. ","Warnhinweise im Display mit einem Signalton verbinden","",1,1,""
"2020-10-09 13:39:35",13,2,"HC","Bi_Di_18",30,"0","0","0","0",0,"","0",0,0,0,1,"","","","","","","1","0","0","",0,"","",0,0,"","","1","0","",1,"1","",0,0,"","","1","4","",0,"","",1,1,1,"Erst anschalten dann wechseln, dachte erst er kann direkt wechseln","","","3","4","",0,"","",1,1,"","","1","2","",0,"","",0,0,0,"","","","3","2","",1,"5","","99","Sensorstörungen",0,0,"","","1","2","",0,"","",0,0,"","","1","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"6","","99","Systemüberschreitung",0,0,0,"","","","2","4","",1,"1","",1,1,0,"","","","1","0","",1,"6","","99","Sensorstörung",0,0,0,"","","","1","6","2","6","2","4","2","4","2","4","2","3","2","4","2","3","3",5,6,3,2,3,4,5,6,2,3,5,2,6,5,5,6,3,4,2,5,3,5,2,4,3,5,"Das Display. ","","","",1,1,""
"2020-10-09 15:41:11",14,2,"HC","ge_vo_18",38,"0","2","2","0",0,"","3",1,1,1,0,"2","VAG, BMW, Ford, Tesla, Hyundai, Renault, Opel, Jaguar","2","VAG, BMW, Ford, Tesla, Hyundai, Jaguar","2","VAG, BMW, Ford, Tesla, Hyundai, Jaguar","1","0","4","",0,"","",1,1,"","Hochgeschaltet","4","0","",1,"1","",0,0,"","","1","4","",0,"","",1,1,0,"","","","2","4","",0,"","",1,1,"","","1","2","",1,"99","Assistiert aktiv",0,0,0,"","Anzeigen bei Knopfdruck bisher nicht gesehen","","1","2","",1,"3","","2","",0,0,"","L3 n verfügbar nicht gesehen","3","2","",1,"99","Assistiert aktiv",0,0,"","","1","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"6","","0","",0,0,0,"","Versucht mit Hände an Lenkrad zu übernehmen ","","4","4","",1,"1","",1,1,0,"","","","1","0","",1,"5","","99","Sensorstörung",0,0,0,"","","","1","5","2","6","1","5","2","4","1","4","2","4","1","4","2","4","5",6,5,6,1,1,2,6,5,2,6,7,2,6,5,2,6,2,5,1,5,3,6,3,2,2,4,"Redundante Licht-, Anzeige- und Tonsignale","doppelte Anzeige für aktive und verfügbare Automatisierungsstufen, Bündelung in einfache Symbolik an einer Stelle besser, Hinweise zur Verfügbarkeit sollte dauerhaft (als Symbol) angezeigt bleiben, Gründe für Systemausfall oder Fallback sind für den Fahrer erst einmal irrelevant (Anzeige in Systemlogmöglich) ","Siehe vorherige Frage","Keine",2,1,"Sonnenstand u. U. schwierig für Ablesbarkeit der Displays"
"2020-10-09 10:43:23",65,2,"LC","Si_Fr_12",34,"0","1","0","0",0,"","1",1,0,0,0,"2","Vw","","","","","1","1","0","",0,"","",0,0,"","","1","0","",1,"0","",0,0,"","","1","4","",0,"","",1,1,0,"","Tablet vergessen","","2","4","",0,"","",1,1,"","","1","2","",0,"","",0,0,0,"","","","1","2","",1,"5","","0","",0,0,"","","1","2","",0,"","",0,0,"","","1","2","",1,"99","Autonom verfügbar ",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"8","","0","",0,0,0,"","Erst über Hände übernehmen versucht,  erwartet dass Fahrzeug automatisiert in l0 schaltet","Nicht reagiert bis Notbremsung angezeigt,  dann Vollbremsung ","4","4","",1,"2","",1,1,0,"","","","1","0","",1,"5","","0","",0,0,0,"","","Auf notbremsung hin Vollbremsung ","3","6","1","6","2","4","1","5","1","5","2","4","1","5","1","5","4",7,7,4,1,1,5,7,6,4,3,6,1,7,7,5,6,2,4,1,6,2,6,1,2,2,6,"Sehr intuitiv/einfach zu erlernen; nicht aufdringlich; übersichtlich","Fehlender Warnton o. visuelle Warnsignale, wenn in manuelles fahren umgeschaltet werden muss o. es Sensorfehler gibt. ","Wenn vom automatisierten fahren ins manuelle gewechselt werden muss: evtl. deutlichere Signale. ","",1,1,"Eyetracker etwas unangenehm: drück auf der Nase. In der Studie achtet man vermutlich häufiger auf die Displayanzeige als bei einer realen länger andauernden Fahrt. Besonders wenn im automatisierten Modus mit Nebenbeschäftigung gefahren wird. "
"2020-10-12 08:36:27",66,2,"LC","Wa_Ma_09",27,"0","1","0","0",0,"","1",1,0,1,0,"0","VW","","","0","Audi","1","1","0","",0,"","",0,0,"","","1","0","",1,"2","",0,0,"","","1","2","",0,"","",1,0,1,"Weiterschalten von assistiert in automatisiert nicht möglich","","","4","4","",0,"","",1,1,"","","2","2","",0,"","",0,0,0,"","","","1","2","",1,"5","","0","",0,0,"","","1","2","",0,"","",0,0,"","","1","2","",0,"","",0,0,"","","1","4","",0,"","",0,0,0,"","","Keine Ahnung bei Frage ob Hände entfernen dürfen ","1","0","",0,"","","","",0,0,0,"","Verwirrende Anweisung von Auto, unklare Infos in Display, nicht verstanden aus welchem Grund manuell, ob ausgeschaltet oder nur übernommen, warum notbremsung ","","5","0","",0,"","",0,0,0,"","","","2","0","",1,"8","","1","",0,0,0,"","","","1","2","4","7","2","1","2","5","1","4","5","5","1","3","1","1","2",3,5,5,2,3,2,2,2,3,6,4,6,6,3,4,5,7,5,4,2,7,6,1,2,3,3,"Übersichtlich, intuitiv, Möglichkeit zur nebenbeschäftigung","Fehleranfällig, ergo kein Vertrauen in System entwickelt, daher keine Chance zur nebenaufgabe","Klarere Handlungsanweisung","",1,1,""
"2020-10-12 10:43:43",15,2,"HC","Pe_Ma_19",22,"0","2","1","1",0,"","3",1,1,1,0,"2","Porsche, VW","2","Porsche, VW","0","_","2","1","0","",0,"","",0,0,"","","1","0","",1,"1","",0,0,"","","1","4","",0,"","",1,1,1,"Nicht sicher welcher Knopf für was steht, durch ausprobieren gelöst","","","2","99","Autonom",0,"","",1,1,"Missverständlich, dass erst in assistiert um in automatisiert zu kommen","Probleme bei wiederherstellung","3","2","",0,"","",0,0,1,"Wechsel nicht direkt möglich, sondern erst über manuell ","","","3","2","",1,"5","","0","",0,0,"","","1","2","",0,"","",0,0,"","Spur länger nicht erkannt ","1","2","",1,"99","Autonom verfügbar ",0,0,"","","1","99","Autonom",0,"","",1,1,0,"","Man nimmt nicht mehr wahr, wenn ein Sensorfehler kommen würde,  wahrscheinlich kommt dazu ein Ton später","","1","0","",0,"","","","",0,0,1,"Bei Wiederherstellung wollte direkt in automatisierten gehen","Signalton zur Übernahme und Anzeige wahrgenommen , Anzeige am Anfang nicht wirklich wahrgenommen ","","2","4","",1,"0","",1,1,0,"","","","1","0","",1,"5","","0","",0,0,0,"","","","1","5","2","2","1","4","3","2","1","2","1","3","4","4","2","4","5",6,3,6,6,2,6,5,4,2,6,5,2,2,3,5,6,2,2,2,7,2,6,2,4,5,2,"Direkte akustische Resonanz bei erderlichem Eingreifen","Kälte Darstellung, wenig aufregend","Mehr Spielfektor","",1,1,""
"2020-10-12 13:37:46",16,2,"HC","Ly_Pe_02",26,"1","2","0","2",0,"","0",1,1,0,0,"0","Mercedes","2","Vw","","","2","1","0","",0,"","",0,0,"","","1","4","",1,"1","",1,1,"","In l3 geschaltet ","3","4","",0,"","",1,1,0,"","Unten alle drei sichtbar u nicht mehr ausgegraut, aber nicht ganz sicher ob automatisiert verfügbar oder nicht","Spur länger nicht erkannt, leichte Korrektur der Fahrspur nötig,  aber kein Einfluss auf tc","1","4","",0,"","",1,1,"","","1","2","",0,"","",0,0,0,"","Nicht sicher ob Hände vom l genommen werden dürfen, Symbolik Anzeige nicht so hilfreich da hier die Hände nur berühren und nicht festhalten","","1","2","",0,"","","","",0,0,"","","2","2","",1,"5","",0,0,"Aufgefallen dass automatisiert ausgegraut,Kontrast zu Hintergrund aber sehr schwach, Symbol kaum noch zu erkennen","","1","2","",1,"0","",0,0,"Einblendung der Verfügbarkeit gut","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"8","","0","",0,0,0,"","Bedeutung von systemgrenze unklar","","1","4","",0,"","",1,1,0,"","","","1","0","",0,"","","","",0,0,0,"","Sehr überraschende Aufforderung, man muss sich zusammenreißen dass keine Vollbremsung gemacht wird","","1","5","2","5","2","4","2","4","1","5","2","4","1","3","2","4","4",6,5,4,2,3,6,6,5,1,5,6,2,6,4,4,5,2,3,3,6,2,5,1,2,2,5,"Nur 3 wichtige Symbole (unterstützungsmodus)   und das Licht am Lenkrad bei Veränderung der verfügbarkeit","Veränderungen des Systems bekommt man nicht gut mit, außer es ist gleich ein unangenehmer Ton (Sehr alarmierend)","Durch angenehmen Ton auf verfügbarkeitswechsel hinweisemn","",1,1,""
"2020-10-12 15:33:18",17,2,"HC","Ha_Ke_20",30,"0","2","3","0",0,"","0",1,1,1,0,"2","BMW, Mercedes Benz, VW","0","Mercedes Benz","2","BMW, Mercedes Benz ","2","1","0","",0,"","",0,0,"","","1","0","",1,"99","Beide andere verfügbar ",0,0,"","","1","2","",0,"","",0,0,0,"","","","4","4","",0,"","",1,1,"","","2","2","",0,"","",0,0,0,"","","","1","2","",1,"5","","0","",0,0,"","","1","2","",0,"","",0,0,"","","1","2","",1,"2","",0,0,"","","1","4","",0,"","",1,1,0,"","","","1","0","",1,"8","","0","",0,0,1,"Musste zweimal klicken, weil versucht mit wechseltaste zu deaktivieren, in erster Situation nicht drauf gekommen, dass deaktivieren verrückt werden muss","","","3","4","",1,"1","",1,1,0,"","","","1","0","",1,"5","","0","",0,0,0,"","","","1","5","1","7","1","4","1","5","1","5","1","4","1","4","1","3","5",6,7,2,1,2,7,7,4,1,5,7,1,7,7,6,7,3,4,1,7,1,7,1,1,1,7,"","Die Kurskorrektur nach rechts. Irritiert am Anfang ein wenig ","","",1,1,""
